date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,SL%,CU%,wFA/C,wFS/C,wSL/C,wCU/C,vFA,vFS,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,FS_ba,FS_slg,FS_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CH%,wSI/C,wCH/C,vCH,vSI,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,FO%,wFO/C,vFO,ST_ba,ST_slg,ST_whiff,SV_ba,SV_slg,SV_whiff
2024-06-17,746055,Groundout,field_out,True,665877,666129,José Fermín,Braxton Garrett,0,4a82f02d-5d8d-46f8-bc45-f6e0ec21010a,666129.0,braxtongarrett,"Garrett, B",Left,Braxton Garrett,MIA,5.35,4.36,37.0,100.0,88.0,96.0,0.802,8.27,0.97,9.73,1.22,1.71,0.186,0.508,0.178,0.373,0.42,74.0,106.0,101.0,57.0,103.0,94.0,121.0,95.0,100.0,,,,0.141,,0.265,0.044,0.36,,-0.31,-1.73,90.7,,82.8,77.4,0.263,0.316,0.219,0.211,0.316,0.286,0.4,1.0,0.154,,,,59.0,101.0,97.0,85.0,101.0,93.0,0.333,0.124,0.94,-6.36,83.1,90.0,0.226,0.34,0.136,0.4,0.75,0.304,98.0,105.0,95.0,0.092,1.96,86.4,0.313,0.438,0.161,,,,,,,,,,,,,,,
2024-06-17,746055,Single,single,False,665877,666129,José Fermín,Braxton Garrett,0,cfb4ae0d-60c3-4207-a9d2-785dbde1b8f8,666129.0,braxtongarrett,"Garrett, B",Left,Braxton Garrett,MIA,5.35,4.36,37.0,100.0,88.0,96.0,0.802,8.27,0.97,9.73,1.22,1.71,0.186,0.508,0.178,0.373,0.42,74.0,106.0,101.0,57.0,103.0,94.0,121.0,95.0,100.0,,,,0.141,,0.265,0.044,0.36,,-0.31,-1.73,90.7,,82.8,77.4,0.263,0.316,0.219,0.211,0.316,0.286,0.4,1.0,0.154,,,,59.0,101.0,97.0,85.0,101.0,93.0,0.333,0.124,0.94,-6.36,83.1,90.0,0.226,0.34,0.136,0.4,0.75,0.304,98.0,105.0,95.0,0.092,1.96,86.4,0.313,0.438,0.161,,,,,,,,,,,,,,,
2024-06-17,746055,Groundout,field_out,True,665877,666129,José Fermín,Braxton Garrett,0,cd5d3c23-5102-43db-b560-c5ab83a78a90,666129.0,braxtongarrett,"Garrett, B",Left,Braxton Garrett,MIA,5.35,4.36,37.0,100.0,88.0,96.0,0.802,8.27,0.97,9.73,1.22,1.71,0.186,0.508,0.178,0.373,0.42,74.0,106.0,101.0,57.0,103.0,94.0,121.0,95.0,100.0,,,,0.141,,0.265,0.044,0.36,,-0.31,-1.73,90.7,,82.8,77.4,0.263,0.316,0.219,0.211,0.316,0.286,0.4,1.0,0.154,,,,59.0,101.0,97.0,85.0,101.0,93.0,0.333,0.124,0.94,-6.36,83.1,90.0,0.226,0.34,0.136,0.4,0.75,0.304,98.0,105.0,95.0,0.092,1.96,86.4,0.313,0.438,0.161,,,,,,,,,,,,,,,
2024-06-18,746049,Groundout,field_out,True,665877,656945,José Fermín,Tanner Scott,0,315b7660-bd01-461c-9cc5-374679078a22,656945.0,tannerscott,"Scott, Tan",Left,Tanner Scott,MIA,1.3,3.1,41.2,97.0,144.0,107.0,0.692,9.94,5.4,3.89,0.43,1.42,0.333,0.313,0.25,0.229,0.441,,,,151.0,95.0,105.0,134.0,98.0,109.0,,,,0.596,,0.403,,2.0,,1.59,,96.8,,88.2,,0.093,0.107,0.269,0.175,0.286,0.425,,,,,,,,,,,,,,0.001,,-2.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-20,745164,Groundout,field_out,True,665877,573124,José Fermín,Taylor Rogers,0,f766a443-9a9e-456a-8462-22b0a05d5a83,573124.0,taylorrogers,"Rogers, Ta",Left,Taylor Rogers,SFG,2.15,3.15,37.2,96.0,94.0,96.0,0.763,9.8,3.11,7.88,0.96,1.05,0.19,0.39,0.25,0.28,0.453,,,,,,,109.0,95.0,101.0,,,,,,0.505,,,,-1.03,,,,79.5,,,,,0.306,0.569,0.333,,,,,,,,,,79.0,96.0,90.0,0.495,,1.7,,,93.3,0.159,0.232,0.136,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-20,745164,Strikeout,strikeout,True,665877,643511,José Fermín,Tyler Rogers,0,a4c9b573-2863-4f34-b461-c5a818481c21,643511.0,tylerrogers,"Rogers, Ty",Right,Tyler Rogers,SFG,3.15,2.48,45.2,106.0,126.0,105.0,0.839,6.7,0.59,9.66,0.79,2.1,0.304,0.372,0.284,0.236,0.532,,,,109.0,106.0,94.0,145.0,97.0,103.0,,,,0.008,,0.371,,-4.89,,-1.38,,82.3,,73.8,,,,,0.246,0.478,0.28,,,,,,,,,,114.0,111.0,106.0,0.622,,1.34,,,82.4,0.284,0.358,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-23,745165,Groundout,field_out,True,665877,573124,José Fermín,Taylor Rogers,0,0b9afd7d-538f-4d63-afe2-712c9cdb3a34,573124.0,taylorrogers,"Rogers, Ta",Left,Taylor Rogers,SFG,2.15,3.15,37.2,96.0,94.0,96.0,0.763,9.8,3.11,7.88,0.96,1.05,0.19,0.39,0.25,0.28,0.453,,,,,,,109.0,95.0,101.0,,,,,,0.505,,,,-1.03,,,,79.5,,,,,0.306,0.569,0.333,,,,,,,,,,79.0,96.0,90.0,0.495,,1.7,,,93.3,0.159,0.232,0.136,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-26,745157,Walk,walk,False,665877,669276,José Fermín,Dylan Lee,0,cca3e49f-d4c4-4c3a-bc8d-0905d3406e43,669276.0,dylanlee,"Lee, D",Left,Dylan Lee,ATL,1.95,2.88,37.0,103.0,99.0,105.0,0.669,9.49,2.68,7.54,0.73,0.86,0.152,0.495,0.081,0.283,0.45,,,,89.0,103.0,101.0,102.0,104.0,109.0,,,,0.357,,0.509,,-0.52,,1.92,,92.1,,84.0,,0.319,0.574,0.124,0.164,0.239,0.488,,,,,,,111.0,104.0,100.0,,,,,0.135,,1.55,85.6,,,,,0.227,0.227,0.39,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,745162,Forceout,force_out,True,665877,671096,José Fermín,Andrew Abbott,1,b9ebbe81-f906-431a-8945-1d5f9ca8cc34,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.39,3.51,106.1,98.0,91.0,96.0,0.81,7.28,3.39,7.53,1.52,0.68,0.256,0.358,0.177,0.256,0.427,99.0,98.0,100.0,77.0,96.0,89.0,124.0,104.0,111.0,,,,0.546,,0.165,0.121,0.21,,0.44,-1.54,92.9,,82.8,80.7,0.233,0.406,0.193,0.188,0.302,0.253,0.324,0.676,0.147,,,,99.0,92.0,97.0,,,,,0.167,,0.81,84.7,,,,,0.167,0.379,0.285,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,745162,Lineout,field_out,True,665877,671096,José Fermín,Andrew Abbott,0,5bdf3e60-93ba-42cd-b6c7-5554175ec493,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.39,3.51,106.1,98.0,91.0,96.0,0.81,7.28,3.39,7.53,1.52,0.68,0.256,0.358,0.177,0.256,0.427,99.0,98.0,100.0,77.0,96.0,89.0,124.0,104.0,111.0,,,,0.546,,0.165,0.121,0.21,,0.44,-1.54,92.9,,82.8,80.7,0.233,0.406,0.193,0.188,0.302,0.253,0.324,0.676,0.147,,,,99.0,92.0,97.0,,,,,0.167,,0.81,84.7,,,,,0.167,0.379,0.285,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,745162,Grounded Into DP,grounded_into_double_play,True,665877,571656,José Fermín,Buck Farmer,1,f3d33221-692a-4d6e-b7e5-d15d6513a8c1,571656.0,buckfarmer,"Farmer, B",Right,Buck Farmer,CIN,2.8,4.36,45.0,97.0,90.0,98.0,0.777,7.8,3.6,7.2,0.8,0.81,0.24,0.388,0.178,0.279,0.387,,,,53.0,94.0,81.0,117.0,100.0,111.0,,,,0.244,,0.33,,0.58,,1.87,,92.7,,82.1,,0.2,0.4,0.153,0.125,0.271,0.374,,,,,,,110.0,102.0,106.0,70.0,90.0,89.0,0.21,0.216,0.81,-0.98,86.6,92.3,0.282,0.436,0.182,0.297,0.351,0.259,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,745162,Flyout,field_out,True,665877,608718,José Fermín,Brent Suter,0,2c1afea9-0f3f-4646-ac4d-777c02e06e54,608718.0,brentsuter,Suter,Left,Brent Suter,CIN,3.68,4.04,51.1,99.0,102.0,103.0,0.799,7.19,1.75,8.94,1.4,1.15,0.28,0.373,0.193,0.248,0.406,,,,116.0,99.0,108.0,89.0,106.0,109.0,,,,0.418,,0.171,,0.28,,-0.29,,85.9,,78.7,,0.277,0.446,0.198,0.243,0.459,0.225,,,,,,,109.0,101.0,114.0,82.0,90.0,79.0,0.215,0.196,0.2,-0.48,75.8,87.4,0.25,0.472,0.2,0.227,0.364,0.28,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-03,745487,Flyout,field_out,True,665877,547973,José Fermín,Aroldis Chapman,0,dd275987-bf5b-4509-abeb-dffd0f018f56,547973.0,aroldischapman,Chapman,Left,Aroldis Chapman,PIT,4.15,4.02,34.2,92.0,132.0,101.0,0.704,14.54,8.31,6.23,1.04,0.87,0.304,0.348,0.188,0.304,0.424,,,,97.0,80.0,82.0,100.0,86.0,102.0,91.0,104.0,105.0,0.342,0.11,0.286,,-0.41,1.87,0.1,,97.5,91.3,86.6,,0.185,0.333,0.265,0.207,0.276,0.311,,,,0.136,0.182,0.514,,,,228.0,109.0,122.0,0.263,,-1.42,,,99.3,0.222,0.467,0.316,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-04,745484,Flyout,field_out,True,665877,527048,José Fermín,Martín Pérez,0,115930bd-6c99-4d12-b7ee-287f09b3bc42,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.61,5.76,77.0,103.0,71.0,95.0,0.841,7.13,3.16,11.81,1.52,1.23,0.191,0.475,0.16,0.335,0.426,71.0,98.0,96.0,52.0,92.0,90.0,,,,,,,0.055,,,0.101,-5.77,,,0.23,91.4,,,78.3,0.375,0.625,0.036,,,,0.364,0.409,0.306,,,,77.0,106.0,97.0,75.0,103.0,96.0,0.375,0.215,-0.23,-3.51,83.4,90.9,0.3,0.423,0.1,0.338,0.588,0.275,65.0,105.0,94.0,0.254,-0.81,88.4,0.304,0.609,0.196,,,,,,,,,,,,,,,
2024-07-04,745484,Grounded Into DP,grounded_into_double_play,True,665877,527048,José Fermín,Martín Pérez,1,bc10cd6b-37ea-4a0b-8526-bb73f33a408e,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.61,5.76,77.0,103.0,71.0,95.0,0.841,7.13,3.16,11.81,1.52,1.23,0.191,0.475,0.16,0.335,0.426,71.0,98.0,96.0,52.0,92.0,90.0,,,,,,,0.055,,,0.101,-5.77,,,0.23,91.4,,,78.3,0.375,0.625,0.036,,,,0.364,0.409,0.306,,,,77.0,106.0,97.0,75.0,103.0,96.0,0.375,0.215,-0.23,-3.51,83.4,90.9,0.3,0.423,0.1,0.338,0.588,0.275,65.0,105.0,94.0,0.254,-0.81,88.4,0.304,0.609,0.196,,,,,,,,,,,,,,,
2024-07-04,745484,Groundout,field_out,True,665877,527048,José Fermín,Martín Pérez,0,ff7fa1f1-fc2a-4072-ae98-82fe24565df8,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.61,5.76,77.0,103.0,71.0,95.0,0.841,7.13,3.16,11.81,1.52,1.23,0.191,0.475,0.16,0.335,0.426,71.0,98.0,96.0,52.0,92.0,90.0,,,,,,,0.055,,,0.101,-5.77,,,0.23,91.4,,,78.3,0.375,0.625,0.036,,,,0.364,0.409,0.306,,,,77.0,106.0,97.0,75.0,103.0,96.0,0.375,0.215,-0.23,-3.51,83.4,90.9,0.3,0.423,0.1,0.338,0.588,0.275,65.0,105.0,94.0,0.254,-0.81,88.4,0.304,0.609,0.196,,,,,,,,,,,,,,,
2024-07-04,745484,Groundout,field_out,True,665877,642701,José Fermín,Dennis Santana,1,64f43e85-aff1-451f-8314-9bf421ba6230,642701.0,dennissantana,"Santana, D",Right,Dennis Santana,- - -,5.9,4.16,39.2,100.0,101.0,98.0,0.768,7.71,3.4,9.76,0.68,0.93,0.215,0.38,0.182,0.281,0.439,,,,103.0,107.0,107.0,109.0,104.0,103.0,,,,0.211,,0.298,,-0.89,,-2.57,,95.8,,86.6,,0.25,0.417,0.26,0.34,0.604,0.346,,,,,,,78.0,95.0,86.0,95.0,91.0,92.0,0.181,0.079,-0.04,0.81,89.1,95.2,0.314,0.457,0.055,0.188,0.25,0.308,103.0,100.0,98.0,0.231,1.2,90.4,0.2,0.36,0.268,,,,,,,,,,,,,,,
2024-08-21,745138,Double,double,False,665877,642207,José Fermín,Devin Williams,1,9afec725-3a2e-40a3-9668-498125b2652e,642207.0,devinwilliams,"Williams, D",Right,Devin Williams,MIL,2.79,2.54,9.2,87.0,138.0,95.0,0.638,15.83,4.66,5.59,0.93,1.33,0.333,0.333,0.167,0.167,0.335,,,,110.0,85.0,87.0,,,,,,,0.573,,,,0.92,,,,94.8,,,,0.19,0.429,0.31,,,,,,,,,,175.0,89.0,106.0,,,,,0.427,,0.64,84.4,,,,,0.143,0.143,0.556,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-21,745138,Walk,walk,False,665877,656730,José Fermín,Trevor Megill,1,ddf5805d-1612-43df-9b67-feedacaa51ce,656730.0,trevormegill,Megill,Right,Trevor Megill,MIL,3.22,3.13,36.1,100.0,144.0,114.0,0.724,10.16,2.48,7.43,0.99,0.62,0.26,0.354,0.115,0.365,0.46,,,,126.0,102.0,109.0,,,,,,,0.711,,,,1.39,,,,98.8,,,,0.236,0.321,0.221,,,,0.172,0.379,0.6,,,,,,,258.0,48.0,53.0,0.004,,-4.21,,,98.6,,,,,,,,,,,,,,,,173.0,95.0,126.0,0.285,0.23,87.5,,,,,,,,,
2024-08-24,745868,Walk,walk,False,665877,661395,José Fermín,Jhoan Duran,0,4c5c9073-4a4e-42e9-b3dc-e7fd31232b10,661395.0,jhoanduran,"Duran, J",Right,Jhoan Duran,MIN,3.77,2.66,43.0,97.0,131.0,98.0,0.72,10.26,2.72,7.74,0.84,2.62,0.287,0.409,0.278,0.209,0.436,130.0,99.0,105.0,122.0,99.0,93.0,,,,144.0,94.0,97.0,0.408,0.31,,0.281,0.05,1.83,,-0.65,100.4,97.0,,86.1,0.278,0.389,0.359,,,,0.175,0.375,0.425,0.224,0.358,0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-27,745132,Forceout,force_out,True,665877,656302,José Fermín,Dylan Cease,1,7d1b9bce-9199-4e5d-975e-3c3127d2051c,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.57,3.32,159.0,101.0,123.0,108.0,0.693,11.15,3.11,6.68,0.96,0.97,0.194,0.442,0.16,0.3,0.39,,,,124.0,96.0,103.0,113.0,101.0,105.0,,,,0.434,,0.47,,0.09,,1.78,,96.9,,87.3,,0.237,0.417,0.208,0.17,0.27,0.444,0.273,0.455,0.292,,,,54.0,73.0,69.0,,,,,0.01,,-4.15,69.7,,,,,0.25,1.0,0.2,113.0,89.0,90.0,0.007,-5.13,91.8,0.25,1.0,0.0,109.0,96.0,103.0,0.08,-1.16,82.5,,,,0.154,0.231,0.405,,,
2024-08-27,745132,Walk,walk,False,665877,656302,José Fermín,Dylan Cease,1,d139f56c-ab7b-447b-be17-10b0d51b45ae,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.57,3.32,159.0,101.0,123.0,108.0,0.693,11.15,3.11,6.68,0.96,0.97,0.194,0.442,0.16,0.3,0.39,,,,124.0,96.0,103.0,113.0,101.0,105.0,,,,0.434,,0.47,,0.09,,1.78,,96.9,,87.3,,0.237,0.417,0.208,0.17,0.27,0.444,0.273,0.455,0.292,,,,54.0,73.0,69.0,,,,,0.01,,-4.15,69.7,,,,,0.25,1.0,0.2,113.0,89.0,90.0,0.007,-5.13,91.8,0.25,1.0,0.0,109.0,96.0,103.0,0.08,-1.16,82.5,,,,0.154,0.231,0.405,,,
2024-08-27,745132,Single,single,False,665877,663773,José Fermín,Bryan Hoeing,0,b3d895b0-2840-4fa1-985d-fa3cc9002e6a,663773.0,bryanhoeing,Hoeing,Right,Bryan Hoeing,- - -,2.15,4.94,46.0,101.0,108.0,101.0,0.799,7.43,2.54,7.63,0.59,1.75,0.211,0.451,0.135,0.308,0.448,,,,70.0,103.0,89.0,112.0,100.0,101.0,136.0,103.0,107.0,0.067,0.193,0.244,,-0.1,3.93,0.52,,94.3,86.8,83.0,,0.2,0.4,0.2,0.233,0.267,0.321,,,,0.079,0.105,0.388,,,,101.0,102.0,100.0,0.496,,0.24,,,93.8,0.295,0.42,0.097,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-27,745132,Grounded Into DP,grounded_into_double_play,True,665877,669093,José Fermín,Jeremiah Estrada,1,209dd379-84f2-4031-bbcc-104b07b11bf8,669093.0,jeremiahestrada,Estrada,Right,Jeremiah Estrada,SDP,3.28,2.73,49.1,99.0,141.0,106.0,0.633,14.78,3.1,7.11,0.73,0.72,0.259,0.343,0.194,0.315,0.443,,,,158.0,100.0,109.0,115.0,98.0,101.0,121.0,99.0,106.0,0.563,0.212,0.225,,1.28,0.47,0.48,,97.1,83.6,89.9,,0.204,0.337,0.344,0.289,0.316,0.363,,,,0.163,0.265,0.524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-04,745938,Flyout,field_out,True,665877,607067,José Fermín,Colin Rea,0,499d9ec8-e3c3-4405-a26d-2a7ca765d6ad,607067.0,colinrea,Rea,Right,Colin Rea,MIL,3.72,4.97,150.0,103.0,85.0,97.0,0.831,7.32,2.28,8.28,1.44,0.98,0.255,0.448,0.142,0.336,0.446,101.0,108.0,104.0,70.0,109.0,96.0,110.0,106.0,109.0,80.0,97.0,97.0,0.185,0.087,0.176,0.04,0.97,-0.81,2.87,-4.52,92.8,86.4,82.0,78.6,0.19,0.289,0.241,,,,0.423,0.692,0.179,0.255,0.382,0.278,,,,83.0,103.0,96.0,0.308,,-0.33,,,92.3,0.287,0.485,0.105,,,,76.0,95.0,88.0,0.205,-1.3,87.7,0.289,0.658,0.167,,,,,,,,,,0.095,0.116,0.237,,,
2024-09-04,745938,Strikeout,strikeout,True,665877,607067,José Fermín,Colin Rea,0,d380c6a7-4537-4040-a86c-c72afd2c5850,607067.0,colinrea,Rea,Right,Colin Rea,MIL,3.72,4.97,150.0,103.0,85.0,97.0,0.831,7.32,2.28,8.28,1.44,0.98,0.255,0.448,0.142,0.336,0.446,101.0,108.0,104.0,70.0,109.0,96.0,110.0,106.0,109.0,80.0,97.0,97.0,0.185,0.087,0.176,0.04,0.97,-0.81,2.87,-4.52,92.8,86.4,82.0,78.6,0.19,0.289,0.241,,,,0.423,0.692,0.179,0.255,0.382,0.278,,,,83.0,103.0,96.0,0.308,,-0.33,,,92.3,0.287,0.485,0.105,,,,76.0,95.0,88.0,0.205,-1.3,87.7,0.289,0.658,0.167,,,,,,,,,,0.095,0.116,0.237,,,
2024-09-04,745938,Forceout,force_out,True,665877,669084,José Fermín,DL Hall,1,c1da1edf-fea9-4c50-8be6-f80d45acfbcf,669084.0,dlhall,"Hall, DL",Left,DL Hall,MIL,4.22,5.17,32.0,99.0,84.0,94.0,0.797,9.28,4.5,9.84,1.41,0.87,0.183,0.409,0.151,0.323,0.426,103.0,101.0,101.0,66.0,99.0,91.0,105.0,102.0,105.0,,,,0.454,,0.14,0.193,-2.38,,-0.35,0.59,93.1,,84.8,79.8,0.393,0.574,0.109,0.19,0.238,0.5,0.176,0.353,0.2,,,,90.0,94.0,86.0,,,,,0.214,,0.37,84.7,,,,,0.154,0.269,0.353,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-04,745938,Groundout,field_out,True,665877,642207,José Fermín,Devin Williams,0,718f8f8e-f808-449d-bf06-99cbee22e0f2,642207.0,devinwilliams,"Williams, D",Right,Devin Williams,MIL,1.84,2.17,14.2,91.0,138.0,101.0,0.612,16.57,4.91,3.68,0.61,1.38,0.348,0.391,0.13,0.174,0.335,,,,107.0,89.0,90.0,,,,,,,0.544,,,,1.16,,,,94.8,,,,0.148,0.333,0.317,,,,,,,,,,175.0,94.0,114.0,,,,,0.456,,1.79,84.3,,,,,0.087,0.087,0.547,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-07,745125,Groundout,field_out,True,665877,669302,José Fermín,Logan Gilbert,0,aa93655e-c56b-41af-9203-47a4f6ec51a8,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.15,3.15,185.2,101.0,121.0,105.0,0.715,9.26,1.6,6.3,0.97,1.18,0.228,0.449,0.141,0.329,0.429,123.0,100.0,107.0,104.0,101.0,96.0,145.0,101.0,115.0,105.0,96.0,103.0,0.317,0.13,0.319,0.11,1.66,1.06,1.5,0.92,96.5,84.3,88.3,83.2,0.199,0.369,0.196,0.217,0.385,0.355,0.178,0.274,0.354,0.099,0.173,0.483,,,,79.0,104.0,89.0,0.01,,0.5,,,94.8,0.25,0.25,0.0,,,,117.0,104.0,102.0,0.115,1.2,92.3,0.226,0.393,0.272,,,,,,,,,,,,,,,
2024-09-07,745125,Strikeout,strikeout,True,665877,669302,José Fermín,Logan Gilbert,0,dabffe91-8024-4c9e-b761-48736f7d4c54,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.15,3.15,185.2,101.0,121.0,105.0,0.715,9.26,1.6,6.3,0.97,1.18,0.228,0.449,0.141,0.329,0.429,123.0,100.0,107.0,104.0,101.0,96.0,145.0,101.0,115.0,105.0,96.0,103.0,0.317,0.13,0.319,0.11,1.66,1.06,1.5,0.92,96.5,84.3,88.3,83.2,0.199,0.369,0.196,0.217,0.385,0.355,0.178,0.274,0.354,0.099,0.173,0.483,,,,79.0,104.0,89.0,0.01,,0.5,,,94.8,0.25,0.25,0.0,,,,117.0,104.0,102.0,0.115,1.2,92.3,0.226,0.393,0.272,,,,,,,,,,,,,,,
2024-09-07,745125,Lineout,field_out,True,665877,669302,José Fermín,Logan Gilbert,0,cfe005df-537f-4602-8007-86a3fc42d5d8,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.15,3.15,185.2,101.0,121.0,105.0,0.715,9.26,1.6,6.3,0.97,1.18,0.228,0.449,0.141,0.329,0.429,123.0,100.0,107.0,104.0,101.0,96.0,145.0,101.0,115.0,105.0,96.0,103.0,0.317,0.13,0.319,0.11,1.66,1.06,1.5,0.92,96.5,84.3,88.3,83.2,0.199,0.369,0.196,0.217,0.385,0.355,0.178,0.274,0.354,0.099,0.173,0.483,,,,79.0,104.0,89.0,0.01,,0.5,,,94.8,0.25,0.25,0.0,,,,117.0,104.0,102.0,0.115,1.2,92.3,0.226,0.393,0.272,,,,,,,,,,,,,,,
2024-09-08,745128,Single,single,False,665877,622491,José Fermín,Luis Castillo,1,c267c6c1-b340-4b01-a8e6-a92e7160ba4a,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.64,3.97,175.1,105.0,101.0,102.0,0.768,8.98,2.41,8.11,1.28,0.94,0.26,0.409,0.159,0.319,0.406,,,,120.0,105.0,103.0,72.0,106.0,109.0,,,,0.454,,0.224,,0.98,,0.66,,95.6,,85.7,,0.203,0.365,0.273,0.207,0.357,0.358,,,,,,,89.0,104.0,97.0,100.0,102.0,98.0,0.179,0.143,-0.41,-1.62,88.1,95.6,0.298,0.457,0.105,0.287,0.545,0.265,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-08,745128,Groundout,field_out,True,665877,663423,José Fermín,Trent Thornton,0,c4374f82-07d6-4861-8b58-1e74d7534299,663423.0,trentthornton,Thornton,Right,Trent Thornton,SEA,3.99,3.67,65.1,101.0,113.0,110.0,0.758,9.51,2.48,8.54,1.1,0.94,0.246,0.425,0.156,0.291,0.445,114.0,106.0,115.0,119.0,103.0,110.0,116.0,101.0,113.0,,,,0.182,,0.572,0.12,-0.17,,0.6,-2.38,95.5,,85.7,82.4,0.316,0.553,0.293,0.22,0.373,0.259,0.27,0.541,0.328,,,,104.0,133.0,130.0,85.0,90.0,84.0,0.1,0.027,-0.33,-4.41,87.9,94.7,0.278,0.611,0.18,0.385,0.385,0.063,,,,,,,,,,,,,,,,,,,0.218,0.321,0.284,,,
2024-09-08,745128,Forceout,force_out,True,665877,642048,José Fermín,Tayler Saucedo,1,170d541a-aed2-4c0c-ac08-1345543d4ae7,642048.0,taylersaucedo,Saucedo,Left,Tayler Saucedo,SEA,3.82,3.31,35.1,94.0,92.0,94.0,0.734,8.92,4.58,8.41,0.76,1.55,0.202,0.495,0.162,0.162,0.355,114.0,61.0,69.0,59.0,77.0,58.0,108.0,97.0,105.0,,,,0.036,,0.243,0.029,-0.73,,-1.82,-3.78,91.7,,82.1,76.1,0.0,0.0,0.286,0.353,0.882,0.353,,,,,,,89.0,95.0,92.0,85.0,96.0,92.0,0.452,0.24,1.71,0.16,85.3,91.3,0.246,0.308,0.178,0.265,0.294,0.4,,,,,,,,,,,,,,,,,,,0.125,0.313,0.391,,,
2024-09-08,745128,Flyout,field_out,True,665877,608638,José Fermín,JT Chargois,0,9317ca04-3758-4d19-84f4-a22c85d14073,608638.0,jtchargois,Chargois,Right,JT Chargois,- - -,2.37,4.74,30.1,98.0,97.0,98.0,0.774,7.71,3.26,6.53,1.48,0.77,0.267,0.372,0.186,0.349,0.435,,,,84.0,124.0,110.0,109.0,97.0,103.0,,,,0.009,,0.45,,7.79,,0.18,,94.1,,85.7,,,,,0.145,0.309,0.333,,,,,,,,,,88.0,98.0,94.0,0.537,0.004,1.79,-70.79,84.9,94.9,0.236,0.345,0.157,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-10,745126,Groundout,field_out,True,665877,608718,José Fermín,Brent Suter,0,00d9e94b-0ff6-4087-b63f-3ade12e29577,608718.0,brentsuter,Suter,Left,Brent Suter,CIN,3.19,3.95,62.0,100.0,103.0,104.0,0.808,7.11,1.45,8.13,1.31,1.11,0.286,0.37,0.185,0.265,0.418,,,,117.0,101.0,110.0,86.0,106.0,109.0,,,,0.432,,0.169,,0.99,,0.02,,85.9,,78.4,,0.257,0.396,0.174,0.227,0.432,0.262,,,,,,,107.0,100.0,114.0,85.0,91.0,79.0,0.205,0.194,0.12,0.34,75.6,87.3,0.233,0.488,0.177,0.208,0.333,0.279,,,,,,,,,,,,,,,,,,,,,,,,
