date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,FS%,SL%,CU%,CH%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vFS,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,SV_ba,SV_slg,SV_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,FS_ba,FS_slg,FS_whiff,Stf+ FS,Loc+ FS,Pit+ FS,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,ST_ba,ST_slg,ST_whiff
2024-04-17,746809,Single,single,False,679845,665620,Nick Loftin,Deivi García,0,97915500-3f9b-47ca-abc5-637801b06432,665620.0,deivigarcia,"García, D",Right,Deivi García,CHW,7.07,4.54,14.0,88.0,109.0,92.0,0.712,9.64,7.07,10.29,1.29,0.74,0.31,0.357,0.143,0.286,0.35,103.0,89.0,94.0,78.0,92.0,90.0,116.0,88.0,94.0,,,,117.0,89.0,92.0,,,,,0.558,,,0.159,0.159,0.124,-0.51,,,,-1.33,-4.96,2.5,95.1,,,85.3,,79.8,77.5,0.278,0.389,0.347,,,,0.444,0.778,0.333,0.25,0.25,0.214,,,,,,,0.143,0.143,0.333,,,,,,,,,,,,,,,
2024-05-26,745088,Groundout,field_out,True,679845,664076,Nick Loftin,Garrett Cleavinger,0,cfdbe00c-338b-45aa-8053-a25d2a89481c,664076.0,garrettcleavinger,Cleavinger,Left,Garrett Cleavinger,TBR,3.43,4.3,39.1,95.0,114.0,100.0,0.726,11.44,4.81,7.32,0.69,1.28,0.229,0.427,0.177,0.313,0.408,,,,,,,105.0,95.0,96.0,98.0,95.0,93.0,127.0,98.0,108.0,114.0,95.0,97.0,0.087,0.213,0.31,,0.389,,,1.12,1.15,,-2.87,0.08,,,96.1,90.8,,,95.5,83.8,,0.115,0.231,0.235,0.364,0.636,0.148,,,,0.265,0.294,0.328,,,,0.231,0.333,0.321,,,,,,,,,,,,,,,,,,
2024-05-26,745088,Flyout,field_out,True,679845,664126,Nick Loftin,Pete Fairbanks,0,c5950d8d-cc08-4c5b-b882-aff58fd243dc,664126.0,petefairbanks,Fairbanks,Right,Pete Fairbanks,TBR,3.21,3.67,33.2,96.0,124.0,102.0,0.79,8.55,4.01,7.22,0.53,1.32,0.185,0.424,0.196,0.25,0.441,93.0,120.0,95.0,,,,113.0,93.0,98.0,,,,137.0,99.0,106.0,,,,,0.532,,,0.46,,0.008,-0.09,,,,2.43,,-5.64,97.2,,,94.9,,85.0,,0.274,0.339,0.216,,,,,,,0.167,0.25,0.222,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-28,745903,Single,single,False,679845,680573,Nick Loftin,Simeon Woods Richardson,0,b75be5c5-8f03-4a45-9ed5-d34cdf6a4b43,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.51,3.82,82.0,106.0,87.0,101.0,0.81,7.79,2.63,7.68,0.88,0.88,0.31,0.401,0.145,0.293,0.439,101.0,107.0,112.0,96.0,102.0,101.0,72.0,101.0,89.0,,,,95.0,112.0,109.0,,,,,0.4,,,0.309,0.078,0.213,1.41,,,,1.55,0.19,-2.69,93.1,,,82.9,,86.7,75.4,0.248,0.291,0.201,,,,0.278,0.556,0.225,0.181,0.284,0.257,,,,,,,0.268,0.571,0.18,,,,,,,,,,,,,,,
2024-05-28,745903,Walk,walk,False,679845,680573,Nick Loftin,Simeon Woods Richardson,0,23bc5962-370a-4c41-ae2d-bdc072bdc7c7,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.51,3.82,82.0,106.0,87.0,101.0,0.81,7.79,2.63,7.68,0.88,0.88,0.31,0.401,0.145,0.293,0.439,101.0,107.0,112.0,96.0,102.0,101.0,72.0,101.0,89.0,,,,95.0,112.0,109.0,,,,,0.4,,,0.309,0.078,0.213,1.41,,,,1.55,0.19,-2.69,93.1,,,82.9,,86.7,75.4,0.248,0.291,0.201,,,,0.278,0.556,0.225,0.181,0.284,0.257,,,,,,,0.268,0.571,0.18,,,,,,,,,,,,,,,
2024-05-28,745903,Lineout,field_out,True,679845,622251,Nick Loftin,Josh Staumont,0,57a20866-7d66-46be-bbbc-bd1d7eda6574,622251.0,joshstaumont,Staumont,Right,Josh Staumont,MIN,0.86,3.39,21.0,95.0,116.0,101.0,0.728,7.29,3.86,4.29,0.0,1.15,0.278,0.333,0.148,0.204,0.419,,,,76.0,95.0,102.0,93.0,99.0,98.0,95.0,94.0,91.0,129.0,95.0,105.0,,,,0.26,0.11,,,0.615,0.015,,1.94,,,1.5,3.22,-8.97,,94.2,,,,95.2,86.4,79.1,0.0,0.0,0.5,0.188,0.25,0.242,,,,0.122,0.122,0.283,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-28,745903,Groundout,field_out,True,679845,661395,Nick Loftin,Jhoan Duran,0,0d622135-1474-4974-a7b9-b425bbb5ebf7,661395.0,jhoanduran,"Duran, J",Right,Jhoan Duran,MIN,2.93,3.05,30.2,96.0,129.0,96.0,0.735,8.51,2.93,5.87,1.17,2.42,0.266,0.443,0.291,0.215,0.453,,,,133.0,101.0,106.0,119.0,96.0,90.0,,,,,,,,,,,0.421,,0.305,,0.275,,0.17,,3.23,,,-0.76,,100.4,,96.9,,,,86.3,0.265,0.324,0.374,,,,0.16,0.4,0.34,,,,,,,,,,,,,0.149,0.319,0.183,140.0,92.0,96.0,,,,,,,,,
2024-05-29,745900,Single,single,False,679845,641927,Nick Loftin,Bailey Ober,0,b5f9d193-f560-462f-924d-3d8ec50320fb,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,4.14,3.64,100.0,107.0,91.0,103.0,0.736,9.54,2.16,7.56,1.44,0.67,0.191,0.476,0.202,0.337,0.415,117.0,113.0,113.0,102.0,97.0,101.0,82.0,105.0,97.0,,,,74.0,103.0,101.0,85.0,107.0,103.0,,0.389,0.22,,0.128,0.012,0.251,-1.08,0.2,,,1.95,4.25,1.52,91.9,86.5,,83.4,,80.5,76.0,0.307,0.606,0.247,,,,,,,0.098,0.196,0.319,,,,0.256,0.43,0.224,0.173,0.337,0.37,,,,,,,,,,,,,,,
2024-05-29,745900,Flyout,field_out,True,679845,641927,Nick Loftin,Bailey Ober,0,068d31d0-fdfa-4e2a-9d26-f0aa4fe3d22a,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,4.14,3.64,100.0,107.0,91.0,103.0,0.736,9.54,2.16,7.56,1.44,0.67,0.191,0.476,0.202,0.337,0.415,117.0,113.0,113.0,102.0,97.0,101.0,82.0,105.0,97.0,,,,74.0,103.0,101.0,85.0,107.0,103.0,,0.389,0.22,,0.128,0.012,0.251,-1.08,0.2,,,1.95,4.25,1.52,91.9,86.5,,83.4,,80.5,76.0,0.307,0.606,0.247,,,,,,,0.098,0.196,0.319,,,,0.256,0.43,0.224,0.173,0.337,0.37,,,,,,,,,,,,,,,
2024-05-29,745900,Strikeout,strikeout,True,679845,641927,Nick Loftin,Bailey Ober,0,984d9358-db6b-491d-b309-b9f9b37d2bf9,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,4.14,3.64,100.0,107.0,91.0,103.0,0.736,9.54,2.16,7.56,1.44,0.67,0.191,0.476,0.202,0.337,0.415,117.0,113.0,113.0,102.0,97.0,101.0,82.0,105.0,97.0,,,,74.0,103.0,101.0,85.0,107.0,103.0,,0.389,0.22,,0.128,0.012,0.251,-1.08,0.2,,,1.95,4.25,1.52,91.9,86.5,,83.4,,80.5,76.0,0.307,0.606,0.247,,,,,,,0.098,0.196,0.319,,,,0.256,0.43,0.224,0.173,0.337,0.37,,,,,,,,,,,,,,,
2024-05-29,745900,Flyout,field_out,True,679845,650895,Nick Loftin,Diego Castillo,0,3bad90fa-d7ca-49fa-a85d-8d957c8bad1b,650895.0,diegocastillo,Castillo. D,Right,Diego Castillo,MIN,2.57,4.7,7.0,92.0,92.0,98.0,0.833,3.86,9.0,6.43,0.0,1.25,0.35,0.3,0.05,0.3,0.441,9.0,45.0,52.0,,,,56.0,118.0,95.0,84.0,82.0,83.0,99.0,95.0,104.0,,,,0.26,0.047,,,0.685,,0.008,3.48,,,-0.92,0.4,,-2.0,95.1,,,88.2,95.1,86.6,,,,,0.375,0.625,0.0,,,,0.154,0.154,0.263,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-30,745898,Groundout,field_out,True,679845,663978,Nick Loftin,Chris Paddack,0,86d5f14b-1e55-46c7-8732-62d45f6a215c,663978.0,chrispaddack,Paddack,Right,Chris Paddack,MIN,4.99,4.73,88.1,106.0,89.0,104.0,0.781,8.05,2.14,10.39,1.43,0.9,0.233,0.35,0.141,0.311,0.425,108.0,107.0,112.0,106.0,102.0,103.0,79.0,111.0,103.0,,,,71.0,97.0,96.0,,,,,0.429,,,0.177,0.136,0.259,0.61,,,,-0.22,-1.7,-1.54,93.3,,,82.9,,85.9,78.2,0.277,0.4,0.243,,,,0.326,0.435,0.19,0.264,0.434,0.254,,,,,,,0.283,0.519,0.248,,,,,,,,,,,,,,,
2024-05-30,745898,Strikeout,strikeout,True,679845,663978,Nick Loftin,Chris Paddack,0,00bb814a-3ac2-46cf-8a08-3c3e7f087212,663978.0,chrispaddack,Paddack,Right,Chris Paddack,MIN,4.99,4.73,88.1,106.0,89.0,104.0,0.781,8.05,2.14,10.39,1.43,0.9,0.233,0.35,0.141,0.311,0.425,108.0,107.0,112.0,106.0,102.0,103.0,79.0,111.0,103.0,,,,71.0,97.0,96.0,,,,,0.429,,,0.177,0.136,0.259,0.61,,,,-0.22,-1.7,-1.54,93.3,,,82.9,,85.9,78.2,0.277,0.4,0.243,,,,0.326,0.435,0.19,0.264,0.434,0.254,,,,,,,0.283,0.519,0.248,,,,,,,,,,,,,,,
2024-05-30,745898,Flyout,field_out,True,679845,663978,Nick Loftin,Chris Paddack,0,85b328fb-17f9-4824-bc4b-01da069cd28b,663978.0,chrispaddack,Paddack,Right,Chris Paddack,MIN,4.99,4.73,88.1,106.0,89.0,104.0,0.781,8.05,2.14,10.39,1.43,0.9,0.233,0.35,0.141,0.311,0.425,108.0,107.0,112.0,106.0,102.0,103.0,79.0,111.0,103.0,,,,71.0,97.0,96.0,,,,,0.429,,,0.177,0.136,0.259,0.61,,,,-0.22,-1.7,-1.54,93.3,,,82.9,,85.9,78.2,0.277,0.4,0.243,,,,0.326,0.435,0.19,0.264,0.434,0.254,,,,,,,0.283,0.519,0.248,,,,,,,,,,,,,,,
2024-05-30,745898,Lineout,field_out,True,679845,643377,Nick Loftin,Griffin Jax,0,731679ea-d177-409e-aad5-df9a237ba855,643377.0,griffinjax,Jax,Right,Griffin Jax,MIN,1.91,2.48,42.1,104.0,136.0,116.0,0.649,12.33,2.55,5.95,0.43,1.48,0.268,0.433,0.227,0.299,0.424,107.0,103.0,113.0,152.0,119.0,124.0,121.0,106.0,110.0,93.0,108.0,106.0,168.0,99.0,123.0,,,,0.095,0.286,,,0.384,0.075,0.16,3.82,,,2.06,0.27,0.64,-0.19,97.0,,,92.3,96.6,89.2,86.9,0.114,0.182,0.293,0.2,0.267,0.219,0.167,0.333,0.32,0.236,0.327,0.422,,,,,,,0.185,0.333,0.483,,,,,,,,,,,,,,,
2024-06-01,746305,Strikeout,strikeout,True,679845,681190,Nick Loftin,Randy Vásquez,0,297ad141-4fc6-46c9-9220-8016013b57fd,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,SDP,4.57,6.3,63.0,102.0,107.0,100.0,0.833,6.14,2.14,11.86,1.57,1.12,0.177,0.4,0.186,0.335,0.429,98.0,100.0,98.0,127.0,103.0,106.0,92.0,103.0,99.0,103.0,102.0,96.0,138.0,99.0,108.0,104.0,99.0,94.0,0.146,0.319,0.106,,0.104,0.196,0.128,-0.51,1.09,,-2.74,-1.05,0.58,-4.57,94.3,90.2,,88.5,94.2,82.5,82.3,0.319,0.493,0.227,0.423,0.615,0.115,0.186,0.349,0.237,0.276,0.483,0.25,,,,0.308,0.423,0.197,0.405,0.73,0.118,,,,,,,,,,,,,,,
2024-06-01,746305,Single,single,False,679845,681190,Nick Loftin,Randy Vásquez,0,74d3db42-ec62-4d14-912d-f0e855bcd9ed,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,SDP,4.57,6.3,63.0,102.0,107.0,100.0,0.833,6.14,2.14,11.86,1.57,1.12,0.177,0.4,0.186,0.335,0.429,98.0,100.0,98.0,127.0,103.0,106.0,92.0,103.0,99.0,103.0,102.0,96.0,138.0,99.0,108.0,104.0,99.0,94.0,0.146,0.319,0.106,,0.104,0.196,0.128,-0.51,1.09,,-2.74,-1.05,0.58,-4.57,94.3,90.2,,88.5,94.2,82.5,82.3,0.319,0.493,0.227,0.423,0.615,0.115,0.186,0.349,0.237,0.276,0.483,0.25,,,,0.308,0.423,0.197,0.405,0.73,0.118,,,,,,,,,,,,,,,
2024-06-01,746305,Groundout,field_out,True,679845,670970,Nick Loftin,Adrian Morejon,0,2ff350bc-ab1a-4118-8627-3cc88ec2a435,670970.0,adrianmorejon,Morejon,Left,Adrian Morejon,SDP,2.23,2.72,40.1,107.0,122.0,113.0,0.736,9.6,2.68,8.03,0.22,1.54,0.306,0.369,0.243,0.306,0.468,,,,,,,126.0,102.0,108.0,124.0,103.0,110.0,122.0,112.0,119.0,,,,0.294,0.288,,0.041,0.377,,,-0.51,,3.79,2.34,0.27,,,96.9,,86.5,,97.5,85.6,,0.3,0.45,0.26,0.261,0.304,0.159,,,,0.375,0.75,0.167,,,,,,,,,,0.0,0.0,0.75,77.0,102.0,106.0,,,,,,,,,
2024-06-01,746305,Flyout,field_out,True,679845,669093,Nick Loftin,Jeremiah Estrada,0,0f709b16-a954-4beb-8c05-b2caca851804,669093.0,jeremiahestrada,Estrada,Right,Jeremiah Estrada,SDP,2.83,2.66,35.0,99.0,143.0,107.0,0.649,14.4,2.57,6.43,1.03,0.54,0.24,0.373,0.2,0.347,0.435,,,,,,,160.0,100.0,108.0,,,,113.0,100.0,103.0,,,,,0.547,,0.222,0.231,,,1.41,,-0.75,,2.2,,,97.1,,84.1,,,89.6,,0.179,0.358,0.32,,,,,,,0.231,0.231,0.349,,,,,,,,,,0.2,0.343,0.509,131.0,98.0,106.0,,,,,,,,,
2024-06-02,746301,Grounded Into DP,grounded_into_double_play,True,679845,650633,Nick Loftin,Michael King,1,115aab6c-c8a3-4776-9852-2007bdd232d2,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.41,3.69,111.0,102.0,94.0,101.0,0.749,10.46,3.41,7.7,1.14,0.97,0.235,0.405,0.214,0.269,0.419,89.0,103.0,98.0,,,,83.0,105.0,102.0,87.0,105.0,98.0,114.0,98.0,102.0,,,,0.257,0.254,,,0.243,,0.245,-1.2,,,1.03,-0.06,,1.28,93.5,,,86.6,92.8,82.8,,0.269,0.452,0.201,0.2,0.42,0.188,,,,0.381,0.714,0.237,,,,,,,0.198,0.267,0.355,,,,,,,,,,,,,,,
2024-06-02,746301,Sac Bunt,sac_bunt,True,679845,650633,Nick Loftin,Michael King,1,b928ad6c-c1ad-499e-b29a-f9c3e17a1034,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.41,3.69,111.0,102.0,94.0,101.0,0.749,10.46,3.41,7.7,1.14,0.97,0.235,0.405,0.214,0.269,0.419,89.0,103.0,98.0,,,,83.0,105.0,102.0,87.0,105.0,98.0,114.0,98.0,102.0,,,,0.257,0.254,,,0.243,,0.245,-1.2,,,1.03,-0.06,,1.28,93.5,,,86.6,92.8,82.8,,0.269,0.452,0.201,0.2,0.42,0.188,,,,0.381,0.714,0.237,,,,,,,0.198,0.267,0.355,,,,,,,,,,,,,,,
2024-06-02,746301,Single,single,False,679845,650633,Nick Loftin,Michael King,1,59dc76cd-86da-4580-9745-b928f578e062,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.41,3.69,111.0,102.0,94.0,101.0,0.749,10.46,3.41,7.7,1.14,0.97,0.235,0.405,0.214,0.269,0.419,89.0,103.0,98.0,,,,83.0,105.0,102.0,87.0,105.0,98.0,114.0,98.0,102.0,,,,0.257,0.254,,,0.243,,0.245,-1.2,,,1.03,-0.06,,1.28,93.5,,,86.6,92.8,82.8,,0.269,0.452,0.201,0.2,0.42,0.188,,,,0.381,0.714,0.237,,,,,,,0.198,0.267,0.355,,,,,,,,,,,,,,,
2024-06-02,746301,Sac Fly,sac_fly,True,679845,673513,Nick Loftin,Yuki Matsui,1,ced88731-8958-49c8-8a84-c413acf22464,673513.0,yukimatsui,Matsui,Left,Yuki Matsui,SDP,3.7,3.17,41.1,94.0,114.0,97.0,0.717,9.36,5.01,6.53,0.44,1.0,0.206,0.486,0.187,0.318,0.388,,,,66.0,73.0,79.0,116.0,94.0,101.0,,,,108.0,95.0,98.0,,,,,0.394,,0.288,0.306,0.013,,0.49,,0.51,,0.54,0.65,,92.1,,86.4,,,84.6,74.8,0.236,0.345,0.145,,,,,,,0.167,0.167,0.2,,,,,,,,,,0.182,0.25,0.426,120.0,93.0,91.0,,,,,,,,,
2024-06-04,746630,Lineout,field_out,True,679845,663474,Nick Loftin,Triston McKenzie,0,22db8f61-0fbd-42e1-9d45-5484615a8fdb,663474.0,tristonmckenzie,McKenzie,Right,Triston McKenzie,CLE,5.11,5.54,75.2,90.0,99.0,90.0,0.784,8.8,5.83,8.21,2.26,0.68,0.251,0.386,0.149,0.321,0.406,,,,97.0,102.0,100.0,98.0,86.0,87.0,,,,106.0,87.0,90.0,,,,,0.524,,,0.21,0.266,,-2.21,,,,1.46,-0.18,,91.1,,,,,85.4,77.7,0.303,0.652,0.103,,,,0.176,0.341,0.373,0.143,0.143,0.376,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-04,746630,Single,single,False,679845,663474,Nick Loftin,Triston McKenzie,1,ef384bca-9755-4583-b712-d84705766816,663474.0,tristonmckenzie,McKenzie,Right,Triston McKenzie,CLE,5.11,5.54,75.2,90.0,99.0,90.0,0.784,8.8,5.83,8.21,2.26,0.68,0.251,0.386,0.149,0.321,0.406,,,,97.0,102.0,100.0,98.0,86.0,87.0,,,,106.0,87.0,90.0,,,,,0.524,,,0.21,0.266,,-2.21,,,,1.46,-0.18,,91.1,,,,,85.4,77.7,0.303,0.652,0.103,,,,0.176,0.341,0.373,0.143,0.143,0.376,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-04,746630,Single,single,False,679845,663474,Nick Loftin,Triston McKenzie,0,721420fc-a915-427e-89f1-3e8f9f9e04b3,663474.0,tristonmckenzie,McKenzie,Right,Triston McKenzie,CLE,5.11,5.54,75.2,90.0,99.0,90.0,0.784,8.8,5.83,8.21,2.26,0.68,0.251,0.386,0.149,0.321,0.406,,,,97.0,102.0,100.0,98.0,86.0,87.0,,,,106.0,87.0,90.0,,,,,0.524,,,0.21,0.266,,-2.21,,,,1.46,-0.18,,91.1,,,,,85.4,77.7,0.303,0.652,0.103,,,,0.176,0.341,0.373,0.143,0.143,0.376,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-04,746630,Pop Out,field_out,True,679845,605130,Nick Loftin,Scott Barlow,0,0f4e58e1-4be4-4cd6-b8fd-270eab452ff8,605130.0,scottbarlow,"Barlow, S",Right,Scott Barlow,CLE,3.52,3.61,38.1,91.0,115.0,93.0,0.648,12.68,5.4,7.28,0.94,1.83,0.169,0.551,0.191,0.247,0.333,,,,149.0,103.0,108.0,80.0,89.0,83.0,98.0,93.0,93.0,124.0,86.0,90.0,,,,0.099,0.202,,,0.489,0.209,,-0.48,,,-2.08,1.33,-1.56,,91.7,,,,91.7,81.2,77.5,0.36,0.52,0.204,0.5,0.667,0.316,0.175,0.425,0.444,0.141,0.203,0.424,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-06,746631,Forceout,force_out,True,679845,682120,Nick Loftin,Tim Herrin,1,c53c21d3-d11c-4162-9b0f-0fd359f6b524,682120.0,timherrin,Herrin,Left,Tim Herrin,CLE,1.45,3.36,37.1,96.0,105.0,98.0,0.72,9.4,4.34,4.58,0.24,1.41,0.148,0.455,0.193,0.273,0.411,,,,105.0,96.0,99.0,97.0,93.0,88.0,106.0,106.0,112.0,116.0,95.0,100.0,,,,0.098,0.254,,,0.249,0.398,,1.69,,,5.35,0.48,1.95,,95.4,,,,94.0,87.6,81.5,0.176,0.206,0.171,0.0,0.0,0.115,0.138,0.224,0.385,0.238,0.381,0.338,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-07,746302,Single,single,False,679845,642048,Nick Loftin,Tayler Saucedo,1,42df421a-d15f-4741-9abb-3200a2fd7424,642048.0,taylersaucedo,Saucedo,Left,Tayler Saucedo,SEA,2.13,2.5,25.1,95.0,93.0,95.0,0.73,9.59,3.91,7.11,0.36,2.33,0.197,0.5,0.152,0.136,0.346,88.0,97.0,96.0,117.0,71.0,72.0,52.0,45.0,24.0,88.0,100.0,96.0,103.0,93.0,103.0,,,,0.458,0.029,,,0.239,0.039,0.236,-3.21,,,3.61,-1.03,-1.32,0.11,91.9,,,85.3,91.4,82.6,76.1,0.0,0.0,0.25,0.17,0.17,0.21,,,,0.0,0.0,0.75,,,,,,,0.308,0.308,0.358,,,,,,,,,,,,,,,
2024-06-07,746302,Walk,walk,False,679845,592773,Nick Loftin,Ryne Stanek,0,464a3480-9977-4942-9832-c7a8619039db,592773.0,rynestanek,Stanek,Right,Ryne Stanek,SEA,3.79,3.19,38.0,98.0,127.0,106.0,0.729,9.95,3.32,7.82,0.95,0.75,0.255,0.387,0.142,0.292,0.43,,,,,,,134.0,100.0,106.0,85.0,93.0,87.0,153.0,96.0,110.0,,,,0.083,0.544,,0.208,0.165,,,0.75,,-1.31,3.28,-0.58,,,98.2,,89.3,,96.3,88.2,,0.228,0.342,0.228,0.2,0.3,0.214,,,,0.278,0.5,0.451,,,,,,,,,,0.2,0.325,0.449,102.0,100.0,111.0,,,,,,,,,
2024-06-08,746300,Strikeout,strikeout,True,679845,622491,Nick Loftin,Luis Castillo,0,da83ace0-4f30-4ae8-a0d7-949c5aed9689,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.55,3.82,124.1,104.0,102.0,102.0,0.77,8.61,2.53,7.89,1.09,0.96,0.251,0.437,0.174,0.309,0.394,90.0,104.0,97.0,,,,119.0,105.0,102.0,102.0,101.0,98.0,77.0,105.0,108.0,,,,0.168,0.442,,,0.236,,0.154,0.96,,,-0.32,1.27,,-1.2,95.4,,,88.1,95.5,85.8,,0.2,0.357,0.278,0.306,0.449,0.092,,,,0.189,0.311,0.351,,,,,,,0.289,0.526,0.244,,,,,,,,,,,,,,,
2024-06-08,746300,Single,single,False,679845,622491,Nick Loftin,Luis Castillo,1,98946157-dc90-414d-8f99-2fd0a5990ce6,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.55,3.82,124.1,104.0,102.0,102.0,0.77,8.61,2.53,7.89,1.09,0.96,0.251,0.437,0.174,0.309,0.394,90.0,104.0,97.0,,,,119.0,105.0,102.0,102.0,101.0,98.0,77.0,105.0,108.0,,,,0.168,0.442,,,0.236,,0.154,0.96,,,-0.32,1.27,,-1.2,95.4,,,88.1,95.5,85.8,,0.2,0.357,0.278,0.306,0.449,0.092,,,,0.189,0.311,0.351,,,,,,,0.289,0.526,0.244,,,,,,,,,,,,,,,
2024-06-08,746300,Walk,walk,False,679845,669912,Nick Loftin,Kirby Snead,0,b71bf8f5-42b9-43d6-9a0b-40faf8e1aeb8,669912.0,kirbysnead,Snead,Left,Kirby Snead,SEA,4.35,4.51,10.1,93.0,83.0,90.0,0.772,6.1,6.1,10.45,0.0,1.7,0.324,0.265,0.265,0.206,0.403,96.0,90.0,84.0,,,,71.0,70.0,72.0,80.0,104.0,94.0,89.0,84.0,89.0,,,,0.388,0.219,,,0.214,,0.179,-1.07,,,-0.16,1.02,,-6.43,92.6,,,87.0,92.5,82.2,,0.4,0.4,0.353,0.286,0.476,0.139,,,,0.125,0.125,0.5,,,,,,,0.429,0.714,0.182,,,,,,,,,,,,,,,
2024-06-08,746300,Walk,walk,False,679845,663423,Nick Loftin,Trent Thornton,1,361d21b4-a174-4ad0-83c2-fdf394a6013a,663423.0,trentthornton,Thornton,Right,Trent Thornton,SEA,3.77,3.54,43.0,100.0,113.0,109.0,0.755,9.42,2.3,6.49,0.84,1.03,0.2,0.427,0.191,0.309,0.434,108.0,143.0,138.0,116.0,101.0,118.0,117.0,108.0,114.0,87.0,91.0,85.0,116.0,100.0,111.0,,,,0.128,0.16,,,0.595,0.09,0.027,-0.04,,,2.1,1.33,2.67,-4.87,95.6,,,88.0,94.7,85.7,82.0,0.273,0.545,0.302,0.176,0.353,0.178,0.111,0.167,0.382,0.194,0.306,0.267,,,,,,,0.375,0.375,0.091,,,,,,,,,,,,,,,
2024-06-09,746297,Groundout,field_out,True,679845,669923,Nick Loftin,George Kirby,0,9dd4d5fb-143b-417b-b868-a3aeb9c082d3,669923.0,georgekirby,Kirby,Right,George Kirby,SEA,3.29,3.29,117.2,106.0,107.0,106.0,0.781,8.87,0.99,7.95,0.84,1.0,0.282,0.35,0.208,0.258,0.434,,,,,,,103.0,107.0,102.0,105.0,110.0,108.0,112.0,102.0,109.0,97.0,99.0,93.0,0.225,0.36,0.006,0.106,0.228,,,1.58,0.82,-0.43,1.79,0.55,,,95.8,92.3,85.7,,95.8,87.1,,0.196,0.35,0.304,0.256,0.35,0.097,0.333,0.5,0.323,0.253,0.391,0.28,,,,,,,,,,0.2,0.32,0.288,112.0,99.0,109.0,121.0,111.0,115.0,0.075,-2.88,83.1,,,
2024-06-09,746297,Groundout,field_out,True,679845,669923,Nick Loftin,George Kirby,0,0e8a1f2b-ad87-4d93-83ca-2d22a5c24d00,669923.0,georgekirby,Kirby,Right,George Kirby,SEA,3.29,3.29,117.2,106.0,107.0,106.0,0.781,8.87,0.99,7.95,0.84,1.0,0.282,0.35,0.208,0.258,0.434,,,,,,,103.0,107.0,102.0,105.0,110.0,108.0,112.0,102.0,109.0,97.0,99.0,93.0,0.225,0.36,0.006,0.106,0.228,,,1.58,0.82,-0.43,1.79,0.55,,,95.8,92.3,85.7,,95.8,87.1,,0.196,0.35,0.304,0.256,0.35,0.097,0.333,0.5,0.323,0.253,0.391,0.28,,,,,,,,,,0.2,0.32,0.288,112.0,99.0,109.0,121.0,111.0,115.0,0.075,-2.88,83.1,,,
