date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,ST_ba,ST_slg,ST_whiff
2024/07/02,7:08 PM.,TEX,SD,away,Roof Closed.,74,543135,LF,0,0,0,0,0,0,0,0,0,0,0,.207,.303,.241,.544,543135,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.8,3.91,170.2,104.0,98.0,103.0,0.751,8.75,2.21,7.75,1.21,1.47,0.227,0.399,0.119,0.341,0.458,,,,99.0,104.0,104.0,75.0,105.0,98.0,,,,114.0,102.0,102.0,91.0,108.0,99.0,,0.374,0.148,0.033,0.137,,0.83,-1.41,,-0.69,-0.79,,95.4,91.4,,,86.3,76.7,,,,0.212,0.335,0.178,0.327,0.624,0.2,,,,0.214,0.471,0.355,0.269,0.462,0.25,127.0,101.0,110.0,0.308,1.55,88.4,0.2,0.286,0.368,,,,,,,,,,,,
2024/06/30,1:35 PM.,BOS,SD,away,Cloudy.,86,670174,RF,1,0,0,0,0,0,0,0,0,0,1,.207,.303,.241,.544,670174,joshwinckowski,Winckowski,Right,Josh Winckowski,BOS,4.14,4.37,76.0,102.0,101.0,100.0,0.809,7.11,3.08,9.59,1.18,1.8,0.228,0.402,0.159,0.321,0.436,101.0,96.0,99.0,,,,72.0,117.0,106.0,105.0,102.0,101.0,124.0,107.0,112.0,94.0,101.0,95.0,0.336,0.051,0.352,0.133,,0.128,0.47,-0.21,-0.16,0.49,,-2.35,95.1,90.4,91.5,95.1,85.2,,0.356,0.467,0.094,0.167,0.167,0.29,0.253,0.495,0.233,0.306,0.454,0.177,,,,0.167,0.222,0.316,,,,,,,,,,,,,,,,,,,,,
2024/06/29,4:10 PM.,BOS,SD,away,Cloudy.,73,656557,LF,1,0,1,0,0,0,0,0,0,0,0,.211,.308,.246,.554,656557,tannerhouck,Houck,Right,Tanner Houck,BOS,3.12,4.11,178.2,100.0,108.0,104.0,0.789,7.76,2.42,7.86,0.55,2.34,0.193,0.45,0.126,0.305,0.425,,,,,,,,,,93.0,102.0,97.0,116.0,98.0,108.0,95.0,93.0,93.0,0.324,,0.015,0.414,,,,-0.95,0.67,0.54,,,,87.1,,93.5,83.2,,,,,,,,0.2,0.4,0.235,0.27,0.325,0.142,,,,,,,116.0,103.0,109.0,0.248,1.74,88.4,0.195,0.265,0.208,,,,,,,,,,0.23,0.357,0.302
2024/06/28,7:11 PM.,BOS,SD,away,Clear.,75,601713,DH,1,0,0,0,0,0,0,0,0,1,0,.196,.297,.232,.529,601713,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,4.14,3.51,145.2,104.0,133.0,108.0,0.775,10.63,2.22,7.91,1.73,0.69,0.238,0.42,0.142,0.378,0.449,,,,118.0,104.0,104.0,122.0,105.0,108.0,,,,155.0,103.0,111.0,104.0,96.0,82.0,,0.486,0.059,0.291,0.163,,0.73,-4.63,,-0.1,0.61,,93.9,88.3,,,82.6,80.0,,,,0.239,0.399,0.218,0.394,0.879,0.211,,,,0.167,0.4,0.206,0.143,0.393,0.326,,,,,,,,,,,,,,,,,,,0.224,0.436,0.35
2024/06/24,6:40 PM.,WSH,SD,home,Clear.,77,571578,PH,1,0,0,0,0,0,0,0,0,0,2,.200,.302,.236,.538,571578,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.62,5.53,174.2,101.0,76.0,94.0,0.788,7.16,2.78,10.72,1.29,1.42,0.218,0.384,0.141,0.333,0.396,87.0,96.0,96.0,73.0,100.0,97.0,55.0,97.0,84.0,71.0,103.0,92.0,88.0,97.0,97.0,76.0,107.0,98.0,0.338,0.076,0.192,0.343,0.016,0.034,-1.46,-0.37,-1.9,0.41,-2.3,-5.53,91.3,85.7,81.0,91.5,80.0,70.0,0.409,0.773,0.279,0.311,0.578,0.133,0.301,0.434,0.223,0.339,0.567,0.091,0.5,1.25,0.526,0.216,0.335,0.354,,,,,,,,,,,,,,,,0.001,4.71,63.2,,,
2024/06/23,1:11 PM.,MIL,SD,home,Sunny.,79,668964,RF,4,0,0,0,0,0,0,0,0,1,1,.204,.306,.241,.547,668964,tobiasmyers,Myers,Right,Tobias Myers,MIL,3.0,4.22,138.0,102.0,92.0,97.0,0.81,8.28,2.35,8.22,1.17,0.93,0.262,0.416,0.13,0.314,0.432,109.0,86.0,90.0,73.0,99.0,104.0,87.0,105.0,100.0,71.0,92.0,74.0,92.0,106.0,103.0,96.0,100.0,91.0,0.005,0.401,0.23,0.21,0.041,0.114,0.58,-0.75,11.28,1.43,-3.19,1.18,92.9,89.2,81.1,91.5,85.5,77.8,0.083,0.083,0.444,0.239,0.436,0.194,0.336,0.518,0.123,0.0,0.0,0.0,0.421,0.579,0.194,0.198,0.255,0.248,,,,,,,,,,,,,,,,,,,,,
2024/06/22,4:15 PM.,MIL,SD,home,Sunny.,76,692230,RF,4,0,1,0,0,0,0,0,0,0,2,.220,.328,.260,.588,692230,carlosrodriguez,"Rodriguez, C",Right,Carlos Rodriguez,MIL,7.3,6.21,12.1,102.0,84.0,98.0,0.814,6.57,2.19,13.86,2.19,0.67,0.156,0.511,0.133,0.4,0.416,68.0,105.0,100.0,91.0,117.0,122.0,75.0,105.0,98.0,94.0,93.0,90.0,109.0,103.0,107.0,71.0,95.0,83.0,0.215,0.185,0.18,0.155,0.107,0.159,-3.72,2.03,-4.14,-2.06,-2.53,-2.2,93.2,89.0,85.7,93.6,81.8,76.1,0.333,0.583,0.185,0.333,0.667,0.2,0.25,0.25,0.25,0.5,0.75,0.182,0.4,0.4,0.2,0.333,0.833,0.133,,,,,,,,,,,,,,,,,,,,,
2024/06/21,6:41 PM.,MIL,SD,home,Clear.,70,607067,DH,1,0,0,0,0,0,0,0,1,0,0,.217,.333,.261,.594,607067,colinrea,Rea,Right,Colin Rea,MIL,4.29,4.91,167.2,102.0,84.0,97.0,0.827,7.25,2.31,9.07,1.56,0.95,0.24,0.456,0.137,0.329,0.443,,,,100.0,109.0,104.0,70.0,109.0,95.0,82.0,103.0,96.0,109.0,106.0,108.0,76.0,94.0,88.0,0.311,0.193,0.194,0.172,0.042,,0.49,-1.34,-0.28,1.41,-3.64,,92.9,87.6,,92.3,82.0,78.7,,,,0.207,0.314,0.248,0.287,0.656,0.168,0.298,0.482,0.115,0.394,0.636,0.18,,,,78.0,98.0,96.0,0.088,-2.02,86.5,0.286,0.492,0.277,,,,,,,,,,0.159,0.234,0.227
2024/06/20,6:40 PM.,MIL,SD,home,Clear.,70,669060,LF,3,0,0,0,0,0,0,0,1,0,0,.222,.327,.267,.594,669060,brysewilson,"Wilson, B",Right,Bryse Wilson,MIL,4.04,5.35,104.2,105.0,93.0,98.0,0.818,7.05,2.67,8.77,1.72,0.88,0.252,0.369,0.157,0.375,0.453,54.0,96.0,85.0,106.0,107.0,106.0,85.0,113.0,105.0,92.0,106.0,96.0,,,,98.0,101.0,95.0,0.32,0.15,0.349,,0.139,0.042,-3.09,1.16,1.31,,-3.29,-0.91,93.6,88.8,88.0,93.1,,80.4,0.182,0.273,0.174,0.288,0.493,0.229,0.23,0.361,0.263,0.236,0.368,0.134,0.309,0.709,0.229,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/18,6:42 PM.,PHI,SD,away,Partly Cloudy.,89,605400,RF,2,1,0,0,0,0,0,0,1,2,0,.238,.333,.286,.619,605400,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.57,3.72,199.1,105.0,104.0,103.0,0.772,8.89,2.26,8.53,1.35,1.31,0.209,0.477,0.16,0.305,0.399,78.0,102.0,91.0,,,,90.0,103.0,99.0,100.0,109.0,106.0,,,,69.0,99.0,92.0,0.204,0.278,0.092,,,0.096,0.81,-2.57,-0.34,,,-1.67,92.5,87.5,85.7,91.5,,,0.279,0.426,0.135,0.168,0.318,0.224,0.389,0.796,0.178,0.313,0.475,0.136,0.221,0.381,0.37,,,,,,,,,,,,,,,,135.0,106.0,113.0,0.329,0.94,79.1,,,
2024/06/17,6:41 PM.,PHI,SD,away,Partly Cloudy.,86,650911,RF,1,0,1,0,0,0,0,0,0,0,0,.250,.333,.300,.633,650911,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.32,3.56,181.2,103.0,97.0,106.0,0.78,7.58,2.18,9.02,0.54,2.67,0.214,0.418,0.178,0.285,0.426,97.0,105.0,116.0,,,,,,,95.0,101.0,98.0,102.0,102.0,103.0,86.0,52.0,74.0,0.473,,0.001,0.169,,0.357,,2.59,-0.55,0.65,,1.56,,86.5,85.1,94.5,84.4,,0.177,0.22,0.348,,,,,,,0.345,0.481,0.131,,,,0.219,0.368,0.308,,,,,,,,,,,,,,,,,,,,,
2024/06/16,1:42 PM.,NYM,SD,away,Sunny.,77,656731,LF,4,1,1,0,0,0,1,0,0,0,3,.231,.318,.282,.600,656731,tylormegill,Megill,Right,Tylor Megill,NYM,4.04,4.2,78.0,97.0,108.0,100.0,0.734,10.5,3.69,8.08,0.92,1.04,0.263,0.368,0.191,0.33,0.421,130.0,94.0,112.0,91.0,77.0,82.0,112.0,99.0,101.0,108.0,104.0,110.0,103.0,103.0,106.0,101.0,96.0,93.0,0.098,0.467,0.136,0.132,0.078,0.015,0.29,-1.19,3.24,-0.85,-0.37,-4.39,95.7,90.1,87.2,94.6,85.1,78.0,0.5,0.5,0.111,0.228,0.35,0.292,0.326,0.565,0.27,0.206,0.206,0.184,0.188,0.313,0.333,0.233,0.302,0.291,105.0,93.0,107.0,0.073,-1.25,84.7,0.143,0.393,0.429,,,,,,,,,,0.25,1.0,0.167
2024/06/15,4:11 PM.,NYM,SD,away,Sunny.,81,500779,PH,1,0,0,0,0,0,0,0,0,1,1,.229,.325,.286,.611,500779,josequintana,Quintana,Left,Jose Quintana,NYM,3.75,4.52,170.1,97.0,83.0,93.0,0.801,7.13,3.33,7.93,1.16,1.35,0.224,0.407,0.173,0.344,0.337,70.0,100.0,97.0,110.0,100.0,99.0,70.0,92.0,85.0,76.0,97.0,91.0,,,,,,,0.304,0.225,,,0.278,0.193,-0.32,,0.82,,-0.04,0.5,90.7,,85.7,90.8,,77.7,0.203,0.26,0.367,0.227,0.427,0.169,,,,0.249,0.431,0.131,0.265,0.444,0.264,,,,,,,,,,,,,0.195,0.366,0.284,,,,,,,,,
2024/06/14,8:15 PM.,NYM,SD,away,Cloudy.,71,640455,PH,1,0,0,0,0,0,0,0,0,0,0,.235,.333,.294,.627,640455,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.47,3.75,181.2,97.0,90.0,96.0,0.76,9.12,3.12,6.64,1.04,0.87,0.266,0.376,0.156,0.32,0.436,83.0,98.0,95.0,,,,88.0,103.0,99.0,95.0,100.0,97.0,88.0,88.0,93.0,84.0,88.0,85.0,0.447,0.113,0.071,0.251,,0.118,1.13,0.97,1.36,0.37,,-1.19,92.3,88.4,85.3,92.3,79.5,,0.25,0.438,0.254,0.167,0.295,0.311,0.222,0.25,0.179,0.201,0.333,0.21,,,,0.174,0.435,0.32,,,,,,,,,,,,,,,,,,,0.193,0.311,0.388
2024/06/12,1:11 PM.,OAK,SD,home,Sunny.,70,663687,LF,0,0,0,0,0,0,0,0,0,0,0,.242,.342,.303,.645,663687,hoganharris,"Harris, H",Left,Hogan Harris,OAK,2.86,5.04,72.1,98.0,85.0,95.0,0.813,7.59,4.11,8.09,0.87,0.93,0.226,0.38,0.125,0.317,0.468,118.0,95.0,101.0,59.0,102.0,106.0,81.0,97.0,89.0,,,,87.0,100.0,102.0,,,,,0.563,,0.115,0.157,0.165,0.33,,,-3.23,-0.41,1.22,92.9,,81.1,,78.8,72.4,0.15,0.175,0.247,0.261,0.408,0.169,,,,,,,0.244,0.311,0.338,0.282,0.641,0.211,,,,,,,,,,,,,,,,,,,,,
2024/06/11,6:40 PM.,OAK,SD,home,Overcast.,65,676664,LF,1,0,0,0,0,0,0,0,0,0,0,.242,.342,.303,.645,676664,jpsears,Sears,Left,JP Sears,OAK,4.38,4.43,180.2,99.0,90.0,94.0,0.8,6.82,2.44,8.57,1.39,0.79,0.244,0.413,0.171,0.325,0.443,84.0,94.0,83.0,,,,70.0,102.0,92.0,84.0,100.0,87.0,118.0,100.0,105.0,,,,0.106,0.363,,0.339,,0.192,-0.8,,1.37,-0.1,,-0.21,91.9,,84.0,90.0,78.9,,0.297,0.428,0.188,0.23,0.476,0.256,,,,0.276,0.395,0.104,,,,0.23,0.525,0.259,,,,,,,,,,,,,,,,,,,0.239,0.381,0.213
2024/06/09,1:11 PM.,AZ,SD,home,Partly Cloudy.,67,543518,DH,3,0,1,0,0,0,0,0,0,1,1,.250,.351,.313,.664,543518,scottmcgough,McGough,Right,Scott McGough,ARI,7.44,5.9,32.2,96.0,90.0,94.0,0.761,6.89,5.79,9.37,1.65,1.0,0.262,0.301,0.126,0.398,0.421,,,,,,,101.0,98.0,97.0,92.0,110.0,95.0,116.0,108.0,111.0,,,,0.041,0.491,,0.142,,,-3.01,,6.86,-0.21,,,93.2,,,93.5,87.1,,,,,0.361,0.721,0.174,,,,0.0,0.0,0.111,,,,0.286,0.524,0.156,66.0,94.0,87.0,0.324,0.03,85.1,0.158,0.289,0.427,,,,,,,0.002,5.02,78.6,,,
2024/06/08,5:40 PM.,AZ,SD,home,Partly Cloudy.,66,669194,RF,3,2,3,2,0,0,2,0,1,0,0,.241,.333,.310,.643,669194,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.24,4.17,150.2,106.0,100.0,104.0,0.838,7.53,2.03,9.26,1.02,1.14,0.274,0.39,0.14,0.338,0.463,108.0,99.0,107.0,91.0,94.0,94.0,105.0,107.0,106.0,,,,111.0,112.0,110.0,78.0,107.0,96.0,,0.557,0.184,0.103,0.057,0.099,0.64,-0.85,,-0.66,1.81,-2.35,95.2,91.2,83.0,,83.8,77.8,0.302,0.587,0.203,0.249,0.418,0.195,0.317,0.508,0.154,,,,0.138,0.207,0.148,0.226,0.34,0.156,,,,,,,,,,,,,,,,,,,0.4,0.733,0.167
2024/06/07,6:40 PM.,AZ,SD,home,Cloudy.,65,694297,DH,4,1,0,0,0,0,0,0,1,0,2,.154,.214,.154,.368,694297,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,4.71,3.78,181.2,106.0,107.0,107.0,0.768,9.17,2.08,9.07,1.19,1.07,0.25,0.427,0.131,0.306,0.449,92.0,102.0,96.0,106.0,102.0,104.0,95.0,106.0,103.0,89.0,106.0,104.0,143.0,109.0,119.0,,,,0.222,0.334,,0.273,0.053,0.112,0.37,,-0.09,-0.12,-1.37,0.84,93.8,,87.5,93.7,84.8,80.8,0.25,0.289,0.312,0.265,0.466,0.224,,,,0.286,0.365,0.119,0.429,0.571,0.295,,,,,,,0.006,0.45,89.6,0.2,0.8,0.0,,,,,,,,,,0.215,0.455,0.362
2024/06/06,6:40 PM.,AZ,SD,home,Cloudy.,65,677944,DH,2,0,1,0,0,0,0,0,0,0,2,.182,.217,.182,.399,677944,sladececconi,Cecconi,Right,Slade Cecconi,ARI,6.66,4.52,77.0,105.0,102.0,105.0,0.816,7.48,1.99,10.75,1.87,0.69,0.3,0.356,0.162,0.332,0.485,103.0,98.0,100.0,103.0,101.0,106.0,95.0,109.0,106.0,,,,117.0,100.0,105.0,,,,,0.548,0.001,0.24,0.09,0.121,-1.46,3.94,,-1.24,-1.42,-0.57,94.4,90.4,81.8,,85.1,75.4,0.227,0.432,0.269,0.329,0.582,0.164,,,,,,,0.2,0.4,0.289,0.278,0.494,0.207,,,,,,,,,,,,,,,,,,,,,
2024/06/05,6:39 PM.,LAA,SD,away,Clear.,70,667755,DH,3,0,0,0,0,0,0,0,0,0,0,.150,.190,.150,.340,667755,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.42,4.14,113.0,95.0,100.0,99.0,0.779,7.73,3.58,7.25,0.64,2.69,0.212,0.399,0.171,0.294,0.404,,,,,,,96.0,92.0,86.0,95.0,95.0,96.0,117.0,92.0,99.0,,,,0.464,0.146,,0.055,,,-2.05,,2.22,0.02,,,98.8,,,97.7,91.5,,,,,0.356,0.622,0.103,,,,0.214,0.26,0.167,0.226,0.376,0.402,0.143,0.214,0.463,120.0,100.0,112.0,0.081,0.8,92.7,0.15,0.3,0.329,,,,98.0,96.0,108.0,0.254,-0.42,86.4,,,
2024/06/04,6:40 PM.,LAA,SD,away,Clear.,73,663776,PH,1,0,0,0,0,0,0,0,0,0,0,.176,.222,.176,.398,663776,patricksandoval,Sandoval,Left,Patrick Sandoval,LAA,5.08,4.25,79.2,98.0,98.0,99.0,0.748,9.15,3.95,9.6,0.9,1.33,0.192,0.415,0.132,0.312,0.421,95.0,101.0,104.0,96.0,94.0,100.0,56.0,95.0,83.0,63.0,96.0,88.0,150.0,98.0,105.0,,,,0.174,0.16,,0.293,0.09,0.283,-2.18,,-1.81,0.27,2.03,0.73,93.7,,82.9,93.7,86.8,76.3,0.208,0.292,0.39,0.381,0.524,0.16,,,,0.413,0.565,0.142,0.118,0.118,0.279,0.265,0.434,0.243,,,,,,,,,,,,,,,,,,,0.235,0.471,0.281
2024/06/03,6:37 PM.,LAA,SD,away,Partly Cloudy.,69,542881,PH,1,0,0,0,0,0,0,0,0,0,2,.188,.235,.188,.423,542881,tyleranderson,Anderson,Left,Tyler Anderson,LAA,3.81,4.37,179.1,99.0,96.0,99.0,0.741,7.13,3.66,7.93,1.2,0.88,0.193,0.51,0.157,0.267,0.396,105.0,100.0,105.0,,,,89.0,99.0,96.0,66.0,95.0,83.0,80.0,141.0,142.0,99.0,100.0,96.0,0.033,0.396,0.185,0.013,0.001,0.371,-0.73,-0.41,-3.87,-0.06,-3.14,1.32,89.4,84.3,78.9,88.1,81.3,71.6,0.185,0.259,0.396,0.272,0.494,0.183,0.264,0.455,0.247,0.261,0.696,0.152,,,,0.0,0.0,0.357,,,,,,,,,,,,,,,,,,,,,
2024/05/31,7:10 PM.,KC,SD,away,Overcast.,69,608379,DH,2,0,0,0,0,0,0,0,0,1,1,.200,.250,.200,.450,608379,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.35,4.05,166.2,102.0,91.0,99.0,0.784,7.83,2.43,8.32,0.92,0.93,0.258,0.429,0.213,0.282,0.436,111.0,109.0,112.0,72.0,89.0,92.0,83.0,103.0,99.0,78.0,103.0,89.0,97.0,89.0,90.0,78.0,100.0,92.0,0.153,0.238,0.114,0.092,0.081,0.322,0.39,-0.94,0.29,-2.39,-1.64,2.26,93.6,88.8,81.2,93.6,84.1,75.2,0.169,0.312,0.341,0.279,0.449,0.169,0.319,0.458,0.148,0.252,0.301,0.099,0.357,0.643,0.174,0.371,0.6,0.373,,,,,,,,,,,,,,,,,,,,,
2024/05/27,3:44 PM.,MIA,SD,home,Partly Cloudy.,66,669432,DH,1,0,0,0,0,0,0,0,0,0,3,.231,.286,.231,.517,669432,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,- - -,4.92,5.18,124.1,100.0,83.0,98.0,0.811,7.02,4.05,10.13,1.01,1.38,0.215,0.422,0.131,0.358,0.392,111.0,108.0,115.0,,,,66.0,101.0,93.0,86.0,97.0,92.0,74.0,93.0,91.0,,,,0.24,0.317,,0.206,,0.238,-0.26,,-0.36,-1.99,,-1.32,91.9,,85.6,91.5,82.4,,0.295,0.396,0.238,0.252,0.467,0.234,,,,0.292,0.492,0.1,,,,0.312,0.506,0.259,,,,,,,,,,,,,,,,,,,,,
2024/05/26,1:11 PM.,NYY,SD,home,Partly Cloudy.,63,657376,DH,1,0,0,0,0,0,0,0,1,1,0,.250,.308,.250,.558,657376,clarkeschmidt,Schmidt,Right,Clarke Schmidt,NYY,2.85,3.78,85.1,98.0,116.0,100.0,0.724,9.81,3.16,7.49,0.84,1.01,0.271,0.407,0.208,0.281,0.401,36.0,89.0,96.0,,,,,,,83.0,94.0,85.0,136.0,94.0,102.0,106.0,102.0,100.0,0.21,,0.35,0.252,,0.006,,0.53,-0.75,1.21,,-13.05,,92.4,87.1,94.3,85.2,,0.667,1.0,0.0,,,,0.256,0.38,0.322,0.267,0.483,0.203,0.143,0.19,0.33,,,,,,,,,,,,,,,,150.0,102.0,113.0,0.182,0.89,83.8,0.21,0.323,0.297
2024/05/25,6:40 PM.,NYY,SD,home,Cloudy.,61,573186,DH,4,0,0,0,0,0,0,0,0,3,2,.273,.273,.273,.546,573186,marcusstroman,Stroman,Right,Marcus Stroman,NYY,4.31,4.94,154.2,96.0,92.0,94.0,0.82,6.58,3.49,9.72,1.11,1.6,0.207,0.4,0.148,0.325,0.359,,,,94.0,89.0,94.0,48.0,88.0,79.0,90.0,94.0,90.0,93.0,102.0,102.0,106.0,101.0,99.0,0.351,0.032,0.182,0.16,0.165,,-4.01,-0.26,-0.03,-2.37,-0.03,,89.9,88.1,,90.0,85.3,81.3,,,,0.455,0.636,0.259,0.296,0.519,0.187,0.306,0.466,0.12,0.0,0.0,0.265,0.258,0.386,0.272,82.0,99.0,93.0,0.111,-0.31,83.3,0.235,0.309,0.241,0.309,0.515,0.313,,,,,,,,,
2024/05/24,6:40 PM.,NYY,SD,home,Partly Cloudy.,64,607074,PH,1,0,0,0,0,0,0,0,0,1,0,.429,.429,.429,.858,607074,carlosrodon,Rodón,Left,Carlos Rodón,NYY,3.96,4.14,175.0,97.0,122.0,103.0,0.716,10.03,2.93,8.07,1.59,0.69,0.257,0.399,0.143,0.329,0.396,129.0,92.0,106.0,103.0,86.0,93.0,114.0,98.0,101.0,,,,144.0,104.0,113.0,100.0,83.0,82.0,,0.494,0.035,0.26,0.083,0.129,0.05,-3.11,,-0.4,-1.32,1.44,95.4,91.8,85.5,,86.8,81.0,0.188,0.247,0.495,0.262,0.514,0.214,0.353,0.647,0.255,,,,0.281,0.531,0.276,0.199,0.361,0.393,,,,,,,,,,,,,,,,,,,,,
2024/05/23,1:11 PM.,CIN,SD,away,Partly Cloudy.,76,593423,RF,4,1,3,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,593423,frankiemontas,Montas,Right,Frankie Montas,- - -,4.84,4.71,150.2,101.0,98.0,99.0,0.777,8.84,3.94,8.36,1.43,1.1,0.235,0.376,0.147,0.311,0.418,,,,,,,83.0,105.0,98.0,83.0,100.0,98.0,117.0,103.0,106.0,109.0,95.0,95.0,0.191,0.332,0.187,0.107,,,-0.02,-1.4,1.13,-1.94,,,95.6,90.4,,94.8,85.4,,,,,0.206,0.367,0.231,0.326,0.609,0.223,0.248,0.407,0.113,,,,0.288,0.577,0.325,119.0,99.0,105.0,0.183,-0.23,86.0,0.218,0.297,0.426,,,,,,,,,,,,
2024/05/22,6:42 PM.,CIN,SD,away,Partly Cloudy.,81,607259,LF,2,0,0,0,0,0,1,0,0,1,2,.000,.000,.000,.000,607259,nickmartinez,"Martinez, N",Right,Nick Martinez,CIN,3.1,3.19,142.1,109.0,99.0,107.0,0.786,7.33,1.14,8.09,0.82,0.89,0.265,0.393,0.198,0.23,0.441,118.0,113.0,116.0,107.0,102.0,105.0,91.0,110.0,109.0,80.0,106.0,97.0,105.0,110.0,110.0,96.0,108.0,104.0,0.176,0.224,0.203,0.061,0.119,0.216,0.73,1.32,0.88,-0.55,-1.69,1.79,92.6,89.1,80.1,92.0,84.9,80.8,0.186,0.286,0.416,0.219,0.351,0.212,0.281,0.43,0.12,0.24,0.375,0.09,0.342,0.605,0.247,0.233,0.4,0.364,,,,,,,,,,,,,,,,,,,,,
