date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,FS%,SL%,CU%,CH%,wFA/C,wFS/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFS,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,ST_ba,ST_slg,ST_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,FS_ba,FS_slg,FS_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,SV_ba,SV_slg,SV_whiff
2024/07/12,7:16 PM.,CHC,STL,home,Cloudy.,83,543294,RF,4,0,2,0,0,0,0,0,0,1,3,.242,.335,.420,.755,543294,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,5.92,4.81,130.2,105.0,95.0,100.0,0.828,5.99,2.96,10.13,1.45,1.31,0.233,0.412,0.194,0.288,0.402,108.0,106.0,106.0,87.0,109.0,108.0,59.0,94.0,86.0,97.0,106.0,96.0,,,,0.355,0.127,,,0.131,0.387,-1.51,,-0.77,,0.52,-0.72,87.7,,80.9,87.6,,74.3,0.237,0.553,0.209,,,,0.333,0.493,0.106,0.267,0.409,0.239,0.22,0.3,0.244,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/10,12:47 PM.,KC,STL,home,Sunny.,83,679525,CF,4,0,0,0,0,0,0,0,0,1,1,.228,.327,.389,.716,679525,alecmarsh,Marsh,Right,Alec Marsh,KCR,4.53,4.97,129.0,99.0,100.0,99.0,0.789,8.58,2.72,8.58,1.33,0.92,0.249,0.42,0.182,0.329,0.429,88.0,95.0,94.0,103.0,105.0,103.0,93.0,98.0,95.0,98.0,99.0,97.0,117.0,99.0,107.0,0.138,0.37,,0.228,0.164,0.1,0.34,,-1.16,-0.57,-1.2,0.84,94.2,,86.3,93.6,86.5,82.8,0.208,0.383,0.223,0.2,0.433,0.464,0.317,0.524,0.099,0.204,0.296,0.177,0.263,0.5,0.274,,,,,,,,,,,,,0.29,0.462,0.294,,,,,,,,,,,,
2024/07/10,6:48 PM.,KC,STL,home,Partly Cloudy.,84,608379,RF,4,2,2,1,0,1,1,0,0,0,1,.235,.331,.418,.749,608379,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.35,4.05,166.2,102.0,91.0,99.0,0.784,7.83,2.43,8.32,0.92,0.93,0.258,0.429,0.213,0.282,0.436,111.0,109.0,112.0,72.0,89.0,92.0,83.0,103.0,99.0,78.0,103.0,89.0,97.0,89.0,90.0,0.153,0.238,,0.092,0.081,0.322,0.39,,0.29,-2.39,-1.64,2.26,93.6,,81.2,93.6,84.1,75.2,0.279,0.449,0.169,,,,0.252,0.301,0.099,0.169,0.312,0.341,0.357,0.643,0.174,,,,78.0,100.0,92.0,0.114,-0.94,88.8,0.319,0.458,0.148,0.371,0.6,0.373,,,,,,,,,,,,
2024/07/08,4:05 PM.,WSH,STL,away,Partly Cloudy.,96,680730,RF,4,0,1,0,0,0,0,0,0,2,3,.234,.335,.400,.735,680730,mitchellparker,Parker,Left,Mitchell Parker,WSN,4.29,4.37,151.0,99.0,87.0,97.0,0.801,7.93,2.56,9.18,1.07,0.94,0.248,0.444,0.132,0.321,0.441,,,,97.0,96.0,96.0,78.0,101.0,96.0,,,,106.0,107.0,110.0,,0.486,0.191,0.098,0.225,,0.07,-0.6,,-0.73,0.47,,92.5,85.6,,,84.5,80.5,0.276,0.425,0.12,,,,,,,,,,0.252,0.36,0.263,0.233,0.4,0.372,,,,,,,,,,0.238,0.429,0.364,,,,,,,89.0,94.0,94.0,,,
2024/05/29,1:12 PM.,CIN,STL,away,Cloudy.,66,593423,RF,4,0,2,0,0,0,0,0,0,1,1,.234,.337,.404,.741,593423,frankiemontas,Montas,Right,Frankie Montas,- - -,4.84,4.71,150.2,101.0,98.0,99.0,0.777,8.84,3.94,8.36,1.43,1.1,0.235,0.376,0.147,0.311,0.418,,,,,,,83.0,105.0,98.0,83.0,100.0,98.0,117.0,103.0,106.0,0.191,0.332,0.183,0.107,,,-0.02,-0.23,1.13,-1.94,,,95.6,86.0,,94.8,85.4,,0.206,0.367,0.231,,,,0.248,0.407,0.113,,,,,,,0.218,0.297,0.426,109.0,95.0,95.0,0.187,-1.4,90.4,0.326,0.609,0.223,0.288,0.577,0.325,,,,,,,119.0,99.0,105.0,,,
2024/05/28,6:41 PM.,CIN,STL,away,Partly Cloudy.,72,671096,RF,5,0,1,0,0,0,0,0,0,2,3,.226,.333,.401,.734,671096,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.72,4.02,138.0,98.0,92.0,97.0,0.805,7.43,3.39,8.28,1.63,0.68,0.256,0.364,0.16,0.287,0.428,96.0,94.0,97.0,101.0,98.0,99.0,78.0,96.0,89.0,,,,125.0,106.0,112.0,,0.535,,0.186,0.116,0.163,-0.26,,,0.49,-1.56,0.23,92.8,,84.8,,82.9,80.8,0.254,0.451,0.194,0.189,0.307,0.287,,,,0.214,0.429,0.273,0.327,0.653,0.179,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/05/25,6:16 PM.,CHC,STL,home,Clear.,81,592791,RF,5,1,3,0,1,0,1,1,0,2,0,.227,.338,.409,.747,592791,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,3.27,4.05,165.1,107.0,85.0,102.0,0.823,6.8,1.8,8.38,1.14,0.99,0.223,0.445,0.136,0.328,0.468,78.0,102.0,95.0,104.0,111.0,113.0,66.0,106.0,96.0,74.0,104.0,92.0,104.0,116.0,120.0,0.109,0.296,,0.155,0.147,0.043,-0.27,,1.47,0.65,-1.04,-2.45,92.3,,86.0,92.5,80.4,79.5,0.287,0.497,0.147,0.183,0.296,0.317,0.219,0.297,0.085,0.273,0.576,0.148,0.232,0.424,0.23,,,,92.0,103.0,98.0,0.251,2.12,86.5,0.252,0.31,0.191,,,,,,,,,,,,,,,
2024/05/22,12:46 PM.,BAL,STL,home,Cloudy.,76,607644,RF,4,0,1,0,0,0,1,0,0,2,1,.213,.329,.386,.715,607644,johnmeans,Means,Left,John Means,BAL,2.61,4.68,20.2,101.0,87.0,102.0,0.76,6.97,0.87,6.97,0.87,0.32,0.23,0.541,0.164,0.377,0.419,89.0,113.0,112.0,,,,88.0,96.0,96.0,,,,83.0,101.0,100.0,,0.375,,0.231,,0.284,0.78,,,1.72,,0.89,90.5,,82.0,,84.5,,0.231,0.5,0.182,,,,,,,0.222,0.333,0.353,0.2,0.2,0.111,,,,,,,,,,,,,0.167,0.278,0.333,88.0,92.0,100.0,0.109,1.37,75.7,,,,,,
2024/05/21,6:46 PM.,BAL,STL,home,Overcast.,86,680694,RF,1,0,0,0,0,0,0,0,0,1,0,.211,.331,.390,.721,680694,kylebradish,Bradish,Right,Kyle Bradish,BAL,2.75,2.72,39.1,101.0,113.0,105.0,0.745,12.13,3.43,6.18,0.46,1.79,0.297,0.396,0.297,0.209,0.432,,,,124.0,104.0,110.0,99.0,96.0,94.0,83.0,102.0,100.0,157.0,100.0,115.0,0.399,0.131,,0.298,0.172,,-1.17,,1.65,1.35,-0.48,,94.5,,,95.3,88.2,84.1,0.364,0.545,0.273,,,,0.157,0.229,0.196,,,,0.227,0.5,0.283,,,,,,,,,,,,,0.171,0.244,0.337,,,,,,,,,,,,
2024/05/20,6:46 PM.,BAL,STL,home,Cloudy.,82,665152,RF,3,0,0,0,0,0,0,0,2,1,0,.213,.333,.393,.726,665152,deankremer,Kremer,Right,Dean Kremer,BAL,4.1,4.49,129.2,100.0,88.0,98.0,0.798,8.54,3.54,7.63,1.25,0.99,0.25,0.394,0.231,0.285,0.423,,,,92.0,98.0,96.0,91.0,100.0,99.0,79.0,105.0,97.0,,,,0.151,0.32,0.184,,0.114,,-0.18,0.73,0.67,,0.29,,93.4,84.1,,92.3,,77.0,0.245,0.503,0.232,,,,0.247,0.353,0.072,,,,0.225,0.3,0.198,0.139,0.248,0.36,99.0,102.0,98.0,0.23,0.33,86.9,0.25,0.355,0.237,,,,,,,,,,72.0,99.0,99.0,,,
2024/05/19,12:07 PM.,BOS,STL,home,Sunny.,85,601713,CF,4,1,1,0,0,1,1,0,0,1,1,.218,.331,.403,.734,601713,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,4.14,3.51,145.2,104.0,133.0,108.0,0.775,10.63,2.22,7.91,1.73,0.69,0.238,0.42,0.142,0.378,0.449,,,,118.0,104.0,104.0,122.0,105.0,108.0,,,,155.0,103.0,111.0,,0.486,,0.291,0.163,,0.73,,,-0.1,0.61,,93.9,,,,82.6,80.0,0.239,0.399,0.218,0.224,0.436,0.35,,,,,,,0.167,0.4,0.206,,,,104.0,96.0,82.0,0.059,-4.63,88.3,0.394,0.879,0.211,0.143,0.393,0.326,,,,,,,,,,,,
2024/05/18,6:17 PM.,BOS,STL,home,Clear.,82,676710,CF,5,0,2,0,0,0,2,0,0,1,2,.217,.333,.383,.716,676710,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.36,3.86,183.2,105.0,108.0,107.0,0.766,8.58,2.5,7.6,1.67,0.67,0.244,0.424,0.164,0.288,0.446,,,,,,,109.0,109.0,112.0,,,,100.0,99.0,102.0,,0.337,0.086,0.185,,,-0.43,0.47,,-0.56,,,92.6,82.4,,,80.8,,0.255,0.5,0.198,0.222,0.437,0.263,,,,,,,0.143,0.171,0.219,0.192,0.26,0.404,114.0,104.0,104.0,0.32,0.55,87.5,0.216,0.418,0.265,,,,98.0,97.0,99.0,0.072,1.14,77.3,87.0,102.0,106.0,,,
2024/05/17,7:15 PM.,BOS,STL,home,Partly Cloudy.,73,678394,RF,3,3,1,0,0,1,2,0,2,0,1,.209,.331,.382,.713,678394,brayanbello,Bello,Right,Brayan Bello,BOS,4.49,4.56,162.1,99.0,101.0,102.0,0.753,8.48,3.55,8.7,1.05,1.86,0.219,0.384,0.152,0.312,0.405,88.0,99.0,97.0,,,,74.0,108.0,101.0,103.0,100.0,101.0,114.0,98.0,110.0,0.403,0.048,,0.28,,0.269,0.25,,-0.24,-0.58,,0.15,95.6,,87.6,95.7,86.8,,0.12,0.16,0.218,,,,0.309,0.44,0.111,0.177,0.354,0.369,,,,,,,,,,,,,,,,0.268,0.401,0.343,,,,,,,,,,,,
2024/05/15,6:08 PM.,LAA,STL,away,Cloudy.,68,656288,RF,4,0,2,1,0,0,0,0,1,0,1,.206,.320,.355,.675,656288,griffincanning,Canning,Right,Griffin Canning,LAA,5.19,4.74,171.2,98.0,88.0,97.0,0.772,6.82,3.46,9.12,1.63,1.04,0.225,0.434,0.128,0.367,0.401,96.0,102.0,102.0,75.0,96.0,96.0,73.0,94.0,86.0,76.0,89.0,78.0,107.0,100.0,110.0,0.01,0.376,,0.24,0.107,0.267,-0.85,,-6.83,-0.91,-0.86,0.48,93.4,,88.6,93.0,87.7,80.6,0.251,0.529,0.147,,,,0.429,0.857,0.0,0.259,0.387,0.288,0.271,0.438,0.241,,,,,,,,,,,,,0.284,0.444,0.331,,,,,,,,,,,,
2024/05/14,6:38 PM.,LAA,STL,away,Clear.,66,672282,RF,1,0,0,0,0,0,0,0,0,1,1,.194,.308,.340,.648,672282,reiddetmers,Detmers,Left,Reid Detmers,LAA,6.7,4.14,87.1,99.0,95.0,99.0,0.735,11.23,3.92,10.1,1.85,0.88,0.252,0.479,0.132,0.364,0.439,92.0,96.0,97.0,89.0,100.0,103.0,86.0,96.0,92.0,,,,117.0,106.0,114.0,,0.468,,0.244,0.146,0.142,-0.56,,,-0.44,-3.5,-1.18,93.8,,84.7,,86.2,75.0,0.278,0.508,0.253,,,,,,,0.351,0.544,0.319,0.37,0.804,0.216,,,,,,,,,,,,,0.22,0.39,0.368,,,,,,,,,,,,
2024/05/13,6:38 PM.,LAA,STL,away,Clear.,65,667755,RF,3,1,0,0,0,0,0,0,2,1,1,.196,.311,.343,.654,667755,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.42,4.14,113.0,95.0,100.0,99.0,0.779,7.73,3.58,7.25,0.64,2.69,0.212,0.399,0.171,0.294,0.404,,,,,,,96.0,92.0,86.0,95.0,95.0,96.0,117.0,92.0,99.0,0.464,0.146,0.081,0.055,,,-2.05,0.8,2.22,0.02,,,98.8,92.7,,97.7,91.5,,0.356,0.622,0.103,,,,0.214,0.26,0.167,,,,0.226,0.376,0.402,0.15,0.3,0.329,,,,,,,,,,0.143,0.214,0.463,98.0,96.0,108.0,0.254,-0.42,86.4,120.0,100.0,112.0,,,
2024/05/12,1:10 PM.,MIL,STL,away,Partly Cloudy.,77,669060,RF,3,0,1,0,0,0,1,0,2,0,0,.202,.307,.354,.661,669060,brysewilson,"Wilson, B",Right,Bryse Wilson,MIL,4.04,5.35,104.2,105.0,93.0,98.0,0.818,7.05,2.67,8.77,1.72,0.88,0.252,0.369,0.157,0.375,0.453,54.0,96.0,85.0,106.0,107.0,106.0,85.0,113.0,105.0,92.0,106.0,96.0,,,,0.32,0.15,,,0.139,0.042,-3.09,,1.31,,-3.29,-0.91,93.6,,88.0,93.1,,80.4,0.288,0.493,0.229,,,,0.236,0.368,0.134,0.182,0.273,0.174,0.309,0.709,0.229,,,,98.0,101.0,95.0,0.349,1.16,88.8,0.23,0.361,0.263,,,,,,,,,,,,,,,
2024/05/11,6:15 PM.,MIL,STL,away,Roof Closed.,68,642547,RF,5,0,3,0,0,0,2,0,0,1,2,.198,.294,.354,.648,642547,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,3.68,3.88,173.2,98.0,103.0,100.0,0.719,10.36,3.52,7.41,1.35,0.82,0.262,0.376,0.197,0.318,0.373,84.0,92.0,88.0,104.0,106.0,110.0,112.0,99.0,101.0,,,,98.0,99.0,105.0,,0.539,,0.217,0.07,0.175,0.05,,,-0.09,0.36,0.84,94.3,,87.7,,81.4,78.1,0.239,0.424,0.252,,,,,,,0.218,0.291,0.369,0.182,0.341,0.372,,,,,,,,,,,,,0.203,0.384,0.41,,,,,,,,,,,,
2024/05/10,7:10 PM.,MIL,STL,away,Roof Closed.,68,688107,LF,4,0,0,0,0,0,0,0,0,3,1,.176,.279,.341,.620,688107,robertgasser,Gasser,Left,Robert Gasser,MIL,2.57,2.91,28.0,102.0,97.0,98.0,0.793,5.14,0.32,9.0,0.64,1.25,0.245,0.362,0.191,0.234,0.524,75.0,95.0,84.0,,,,82.0,105.0,94.0,101.0,103.0,96.0,124.0,100.0,110.0,0.246,0.198,,0.321,,0.143,1.74,,2.44,1.14,,1.33,93.3,,87.9,92.5,80.6,,0.219,0.219,0.149,0.19,0.333,0.345,0.214,0.214,0.173,0.333,0.4,0.172,,,,,,,66.0,105.0,97.0,0.093,-6.67,88.4,0.6,0.9,0.2,,,,,,,,,,,,,,,
2024/05/09,6:40 PM.,MIL,STL,away,Roof Closed.,67,668964,LF,5,1,1,0,0,1,1,0,0,0,5,.184,.290,.356,.646,668964,tobiasmyers,Myers,Right,Tobias Myers,MIL,3.0,4.22,138.0,102.0,92.0,97.0,0.81,8.28,2.35,8.22,1.17,0.93,0.262,0.416,0.13,0.314,0.432,109.0,86.0,90.0,73.0,99.0,104.0,87.0,105.0,100.0,71.0,92.0,74.0,92.0,106.0,103.0,0.005,0.401,,0.21,0.041,0.114,0.58,,11.28,1.43,-3.19,1.18,92.9,,81.1,91.5,85.5,77.8,0.239,0.436,0.194,,,,0.0,0.0,0.0,0.083,0.083,0.444,0.421,0.579,0.194,,,,96.0,100.0,91.0,0.23,-0.75,89.2,0.336,0.518,0.123,0.198,0.255,0.248,,,,,,,,,,,,
2024/05/07,6:46 PM.,NYM,STL,home,Clear.,84,676130,RF,2,2,1,0,0,1,1,0,3,0,2,.183,.295,.329,.624,676130,josebutto,Buttó,Right,José Buttó,NYM,2.55,3.44,74.0,91.0,94.0,90.0,0.703,9.61,4.62,4.99,0.73,1.01,0.244,0.401,0.14,0.308,0.311,79.0,95.0,86.0,,,,107.0,93.0,94.0,83.0,81.0,79.0,100.0,88.0,94.0,0.23,0.315,,0.235,,0.22,2.14,,1.41,1.14,,0.06,94.2,,87.1,93.5,84.0,,0.157,0.2,0.319,0.176,0.235,0.262,0.179,0.304,0.161,0.156,0.312,0.426,,,,,,,,,,,,,,,,0.192,0.346,0.426,,,,,,,,,,,,
2024/05/06,6:45 PM.,NYM,STL,home,Clear.,76,640455,RF,3,0,1,1,0,0,0,0,0,0,1,.175,.267,.288,.555,640455,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.47,3.75,181.2,97.0,90.0,96.0,0.76,9.12,3.12,6.64,1.04,0.87,0.266,0.376,0.156,0.32,0.436,83.0,98.0,95.0,,,,88.0,103.0,99.0,95.0,100.0,97.0,88.0,88.0,93.0,0.447,0.113,,0.251,,0.118,1.13,,1.36,0.37,,-1.19,92.3,,85.3,92.3,79.5,,0.167,0.295,0.311,0.193,0.311,0.388,0.201,0.333,0.21,0.25,0.438,0.254,,,,,,,84.0,88.0,85.0,0.071,0.97,88.4,0.222,0.25,0.179,0.174,0.435,0.32,,,,,,,,,,,,
2024/05/05,1:16 PM.,CWS,STL,home,Partly Cloudy.,71,676979,RF,3,0,1,0,0,0,0,0,0,0,1,.169,.264,.273,.537,676979,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.58,2.85,146.0,103.0,102.0,103.0,0.694,12.88,2.03,7.58,1.11,1.25,0.259,0.394,0.175,0.33,0.458,66.0,101.0,102.0,,,,104.0,103.0,103.0,123.0,98.0,97.0,138.0,102.0,107.0,0.021,0.537,,0.098,,0.059,1.66,,4.04,-2.29,,-0.36,97.2,,91.0,97.9,84.3,,0.198,0.295,0.314,0.228,0.561,0.422,0.154,0.154,0.321,0.184,0.289,0.339,,,,,,,94.0,105.0,103.0,0.284,-0.14,91.6,0.268,0.458,0.334,,,,,,,,,,,,,,,
2024/05/04,1:17 PM.,CWS,STL,home,Sunny.,81,607200,CF,5,0,0,0,0,0,0,0,0,1,5,.162,.262,.270,.532,607200,erickfedde,Fedde,Right,Erick Fedde,- - -,3.3,3.91,177.1,104.0,90.0,99.0,0.807,7.82,2.64,7.82,1.02,1.07,0.264,0.367,0.181,0.309,0.399,86.0,108.0,106.0,,,,17.0,112.0,76.0,76.0,105.0,93.0,126.0,101.0,106.0,0.308,0.003,,0.202,,0.164,-6.18,,0.59,1.28,,-0.54,92.9,,87.7,93.0,83.5,,0.5,0.5,0.0,0.165,0.309,0.251,0.25,0.358,0.202,0.228,0.351,0.165,,,,,,,78.0,104.0,97.0,0.323,0.43,89.9,0.262,0.47,0.232,,,,,,,,,,,,,,,
2024/05/03,7:17 PM.,CWS,STL,home,Partly Cloudy.,75,641745,RF,4,0,0,0,0,0,0,0,0,1,2,.174,.278,.290,.568,641745,bradkeller,"Keller, B",Right,Brad Keller,- - -,5.44,4.74,41.1,102.0,97.0,102.0,0.804,6.97,3.27,10.45,1.96,1.45,0.245,0.42,0.147,0.329,0.423,98.0,102.0,100.0,86.0,87.0,102.0,73.0,100.0,97.0,78.0,92.0,87.0,122.0,106.0,112.0,0.05,0.377,,0.428,0.015,0.131,-1.24,,-7.57,-1.48,-1.25,0.78,93.8,,88.6,92.6,85.6,81.1,0.295,0.423,0.131,0.2,0.3,0.273,0.429,1.286,0.182,0.071,0.071,0.378,0.333,0.667,0.333,,,,,,,,,,,,,0.286,0.603,0.233,,,,,,,,,,,,
2024/05/01,1:10 PM.,DET,STL,away,Partly Cloudy.,75,628317,CF,4,0,1,0,0,0,0,0,0,1,0,.185,.293,.308,.601,628317,kentamaeda,Maeda,Right,Kenta Maeda,DET,6.09,4.43,112.1,101.0,93.0,100.0,0.776,7.69,2.48,9.93,1.76,0.83,0.19,0.466,0.185,0.27,0.388,,,,80.0,75.0,78.0,67.0,99.0,91.0,59.0,104.0,93.0,101.0,95.0,98.0,0.072,0.225,0.312,0.359,0.016,,-2.6,-0.22,-0.02,-0.34,-4.36,,90.8,83.9,,90.4,81.4,76.4,0.359,0.667,0.13,0.241,0.379,0.207,0.294,0.324,0.133,,,,0.5,0.75,0.0,0.217,0.42,0.303,65.0,94.0,79.0,0.016,1.08,84.8,0.333,0.333,0.391,0.31,0.569,0.268,,,,,,,110.0,105.0,110.0,,,
2024/04/30,6:40 PM.,DET,STL,away,Clear.,73,666159,CF,4,1,1,1,0,0,0,0,1,2,1,.180,.296,.311,.607,666159,mattmanning,Manning,Right,Matt Manning,DET,4.88,4.68,27.2,98.0,99.0,98.0,0.791,7.48,3.9,10.08,0.98,0.61,0.239,0.341,0.159,0.318,0.482,,,,109.0,96.0,99.0,95.0,100.0,100.0,,,,100.0,96.0,97.0,,0.482,0.041,0.379,0.098,,-1.33,-0.32,,1.28,-3.42,,93.8,87.8,,,84.4,81.6,0.327,0.519,0.213,0.161,0.258,0.292,,,,,,,0.385,0.538,0.273,0.25,0.25,0.2,,,,,,,,,,0.375,0.375,0.0,,,,,,,82.0,98.0,87.0,,,
2024/04/30,3:39 PM.,DET,STL,away,Sunny.,72,656427,RF,4,0,0,0,0,0,0,0,0,3,0,.175,.288,.298,.586,656427,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,3.17,3.54,162.0,102.0,94.0,102.0,0.712,10.78,2.11,7.5,1.33,1.05,0.223,0.436,0.157,0.3,0.38,87.0,83.0,81.0,,,,92.0,104.0,101.0,75.0,85.0,72.0,95.0,102.0,102.0,0.023,0.441,,0.29,,0.027,0.5,,-5.05,0.02,,-0.55,93.3,,85.7,90.6,84.7,,0.245,0.401,0.238,,,,0.6,1.2,0.4,0.111,0.333,0.111,0.164,0.219,0.436,,,,,,,,,,,,,0.222,0.455,0.363,101.0,103.0,107.0,0.218,2.19,77.4,,,,,,
2024/04/28,1:41 PM.,NYM,STL,away,Sunny.,67,500779,RF,4,0,1,1,0,0,0,0,0,0,1,.189,.306,.321,.627,500779,josequintana,Quintana,Left,Jose Quintana,NYM,3.75,4.52,170.1,97.0,83.0,93.0,0.801,7.13,3.33,7.93,1.16,1.35,0.224,0.407,0.173,0.344,0.337,70.0,100.0,97.0,110.0,100.0,99.0,70.0,92.0,85.0,76.0,97.0,91.0,,,,0.304,0.225,,,0.278,0.193,-0.32,,0.82,,-0.04,0.5,90.7,,85.7,90.8,,77.7,0.227,0.427,0.169,,,,0.249,0.431,0.131,0.203,0.26,0.367,0.265,0.444,0.264,,,,,,,,,,,,,,,,,,,,,,,,,0.195,0.366,0.284
2024/04/27,4:06 PM.,NYM,STL,away,Cloudy.,57,605288,RF,4,0,0,0,0,0,0,1,1,0,3,.184,.310,.306,.616,605288,adrianhouser,Houser,Right,Adrian Houser,NYM,5.84,5.24,69.1,100.0,91.0,97.0,0.834,5.84,4.15,9.61,1.04,1.43,0.254,0.417,0.136,0.307,0.433,98.0,95.0,95.0,83.0,99.0,93.0,72.0,104.0,94.0,96.0,99.0,96.0,91.0,103.0,101.0,0.445,0.168,,0.173,0.087,0.127,0.63,,0.25,-1.67,-4.53,-2.31,93.6,,84.1,92.5,83.2,79.6,0.179,0.333,0.193,,,,0.252,0.382,0.122,0.308,0.462,0.333,0.476,0.762,0.15,,,,,,,,,,,,,0.286,0.571,0.213,,,,,,,,,,,,
2024/04/26,7:11 PM.,NYM,STL,away,Clear.,52,676130,RF,4,0,0,0,0,0,0,0,0,2,2,.200,.321,.333,.654,676130,josebutto,Buttó,Right,José Buttó,NYM,2.55,3.44,74.0,91.0,94.0,90.0,0.703,9.61,4.62,4.99,0.73,1.01,0.244,0.401,0.14,0.308,0.311,79.0,95.0,86.0,,,,107.0,93.0,94.0,83.0,81.0,79.0,100.0,88.0,94.0,0.23,0.315,,0.235,,0.22,2.14,,1.41,1.14,,0.06,94.2,,87.1,93.5,84.0,,0.157,0.2,0.319,0.176,0.235,0.262,0.179,0.304,0.161,0.156,0.312,0.426,,,,,,,,,,,,,,,,0.192,0.346,0.426,,,,,,,,,,,,
2024/04/24,12:15 PM.,AZ,STL,home,Sunny.,65,656756,RF,4,0,1,1,0,0,2,0,0,1,1,.220,.347,.366,.713,656756,jordanmontgomery,Montgomery,Left,Jordan Montgomery,ARI,6.23,5.18,117.0,99.0,92.0,96.0,0.748,6.38,3.38,11.46,1.08,1.24,0.194,0.428,0.137,0.346,0.37,97.0,100.0,92.0,106.0,102.0,107.0,66.0,98.0,89.0,89.0,95.0,93.0,104.0,95.0,90.0,0.308,0.173,,0.018,0.307,0.193,-0.02,,-2.11,3.84,-0.83,-1.92,92.1,,83.1,91.8,84.2,79.2,0.284,0.375,0.184,,,,0.374,0.577,0.159,0.321,0.593,0.386,0.27,0.453,0.353,,,,,,,,,,,,,0.0,0.0,0.5,,,,,,,,,,,,
2024/04/23,6:44 PM.,AZ,STL,home,Overcast.,56,674072,RF,4,0,0,0,0,0,0,0,0,1,2,.216,.356,.351,.707,674072,tommyhenry,Henry,Left,Tommy Henry,ARI,7.04,6.58,38.1,101.0,81.0,95.0,0.848,7.04,4.23,11.5,2.11,1.17,0.231,0.431,0.131,0.377,0.429,74.0,93.0,87.0,104.0,107.0,105.0,66.0,103.0,95.0,70.0,96.0,87.0,103.0,94.0,96.0,0.196,0.312,,0.072,0.257,0.162,-0.61,,-3.0,-3.52,-1.17,-2.25,90.0,,83.7,90.4,82.9,78.2,0.261,0.63,0.135,,,,0.375,0.625,0.072,0.321,0.464,0.313,0.268,0.561,0.123,,,,,,,,,,,,,0.5,0.7,0.35,,,,,,,,,,,,
2024/04/22,6:47 PM.,AZ,STL,home,Clear.,66,694297,RF,4,0,1,0,0,0,2,0,0,0,0,.242,.390,.394,.784,694297,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,4.71,3.78,181.2,106.0,107.0,107.0,0.768,9.17,2.08,9.07,1.19,1.07,0.25,0.427,0.131,0.306,0.449,92.0,102.0,96.0,106.0,102.0,104.0,95.0,106.0,103.0,89.0,106.0,104.0,143.0,109.0,119.0,0.222,0.334,0.006,0.273,0.053,0.112,0.37,0.45,-0.09,-0.12,-1.37,0.84,93.8,89.6,87.5,93.7,84.8,80.8,0.265,0.466,0.224,0.215,0.455,0.362,0.286,0.365,0.119,0.25,0.289,0.312,0.429,0.571,0.295,0.2,0.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2024/04/21,1:16 PM.,MIL,STL,home,Sunny.,56,607067,RF,4,0,1,0,0,0,0,0,0,1,2,.241,.405,.414,.819,607067,colinrea,Rea,Right,Colin Rea,MIL,4.29,4.91,167.2,102.0,84.0,97.0,0.827,7.25,2.31,9.07,1.56,0.95,0.24,0.456,0.137,0.329,0.443,,,,100.0,109.0,104.0,70.0,109.0,95.0,82.0,103.0,96.0,109.0,106.0,108.0,0.311,0.193,0.088,0.172,0.042,,0.49,-2.02,-0.28,1.41,-3.64,,92.9,86.5,,92.3,82.0,78.7,0.207,0.314,0.248,0.159,0.234,0.227,0.298,0.482,0.115,,,,0.394,0.636,0.18,0.286,0.492,0.277,76.0,94.0,88.0,0.194,-1.34,87.6,0.287,0.656,0.168,,,,,,,,,,78.0,98.0,96.0,,,
