date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,SV_ba,SV_slg,SV_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,FO%,wFO/C,vFO,ST_ba,ST_slg,ST_whiff,vKN (sc),KN%,wKN/C
2023-04-09,1:11 PM.,MIL,STL,away,Sunny.,63,642547,C,3,0,0,0,0,0,0,0,0,3,2,0.1,0.1,0.1,0.2,642547,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,3.86,3.35,165.2,102.0,103.0,105.0,0.698,11.41,2.93,7.12,1.41,1.04,0.267,0.455,0.171,0.308,0.405,50.0,97.0,85.0,117.0,104.0,110.0,,,,115.0,99.0,104.0,,0.512,0.218,0.146,0.89,,0.36,0.15,94.4,88.6,,82.4,,,,0.213,0.387,0.292,0.203,0.392,0.46,0.224,0.388,0.312,,,,,,,,,,85.0,103.0,110.0,0.124,0.2,76.9,0.214,0.381,0.3379999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-05,12:16 PM.,ATL,STL,home,Cloudy.,60,693821,C,2,0,0,0,0,0,0,0,0,0,0,0.143,0.143,0.143,0.286,693821,bryceelder,Elder,Right,Bryce Elder,ATL,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.357,0.382,64.0,95.0,91.0,62.0,100.0,86.0,82.0,96.0,90.0,92.0,103.0,107.0,0.376,0.134,0.353,0.137,-1.13,0.01,0.97,1.3,90.7,85.0,89.5,82.7,0.28,0.402,0.134,0.286,0.495,0.1939999999999999,0.21,0.393,0.337,0.188,0.235,0.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-01,1:16 PM.,TOR,STL,home,Cloudy.,46,592332,C,4,0,1,0,0,0,0,0,0,2,2,0.2,0.2,0.2,0.4,592332,kevingausman,Gausman,Right,Kevin Gausman,TOR,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.399,,,,110.0,104.0,105.0,,,,89.0,89.0,94.0,,0.509,0.108,,1.13,,-0.97,,94.7,,,83.6,,,,0.243,0.409,0.172,0.348,0.565,0.353,,,,105.0,108.0,109.0,0.384,0.3,86.3,0.201,0.307,0.432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-30,3:22 PM.,TOR,STL,home,Sunny.,70,666201,C,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,666201,alekmanoah,Manoah,Right,Alek Manoah,TOR,5.87,6.12,87.1,95.0,89.0,93.0,0.804,8.14,6.08,9.58,1.55,0.92,0.231,0.407,0.134,0.369,0.388,69.0,98.0,89.0,91.0,95.0,92.0,92.0,96.0,91.0,94.0,93.0,96.0,0.282,0.29,0.3,0.128,-2.16,0.68,-1.17,-1.01,92.8,86.3,92.6,80.8,0.25,0.379,0.129,0.316,0.592,0.244,0.239,0.432,0.286,0.273,0.432,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-27,3:09 PM.,TOR,TEX,away,Sunny.,76,592332,C,3,0,0,0,0,0,0,0,0,0,0,0.167,0.183,0.211,0.394,592332,kevingausman,Gausman,Right,Kevin Gausman,TOR,3.83,4.71,181.0,105.0,94.0,104.0,0.791,8.06,2.78,8.2,0.99,0.91,0.262,0.417,0.136,0.363,0.417,,,,99.0,105.0,105.0,90.0,102.0,94.0,88.0,90.0,95.0,0.054,0.528,0.084,,0.43,-3.21,-1.21,,93.9,,93.3,82.7,0.316,0.579,0.117,0.277,0.466,0.175,0.268,0.439,0.266,,,,88.0,108.0,106.0,0.334,0.51,86.0,0.169,0.262,0.335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-25,1:37 PM.,CWS,TEX,home,Roof Closed.,74,686563,C,3,0,2,0,0,0,0,0,0,1,2,0.172,0.189,0.218,0.407,686563,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.49,4.37,124.1,101.0,92.0,99.0,0.806,6.59,2.9,9.05,1.3,0.96,0.223,0.389,0.171,0.29,0.394,95.0,105.0,106.0,73.0,104.0,97.0,86.0,100.0,93.0,117.0,100.0,107.0,0.28,0.123,0.218,0.187,-1.13,0.44,-1.39,-0.22,94.3,85.7,93.3,81.9,0.287,0.449,0.132,0.25,0.411,0.252,,,,0.248,0.394,0.269,,,,,,,,,,,,,,,,,,,79.0,101.0,93.0,0.192,0.39,90.2,0.263,0.45,0.191,,,,,,,,,,,,,0.255,0.489,0.282,,,
2024-07-20,6:07 PM.,BAL,TEX,home,Roof Closed.,74,680570,C,3,0,1,0,0,0,2,0,0,1,1,0.155,0.172,0.202,0.374,680570,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,BAL,3.86,3.72,116.2,102.0,119.0,107.0,0.728,10.03,2.78,8.41,1.16,1.07,0.219,0.419,0.147,0.325,0.452,140.0,101.0,108.0,113.0,102.0,106.0,133.0,102.0,111.0,118.0,101.0,108.0,0.012,0.465,0.158,0.21,-0.38,5.3,-0.96,1.63,96.1,83.1,96.1,86.5,0.167,0.333,0.294,0.291,0.413,0.269,0.25,0.563,0.361,0.161,0.306,0.348,,,,,,,,,,114.0,103.0,107.0,0.155,0.29,81.3,0.26,0.38,0.241,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-14,1:10 PM.,HOU,TEX,away,Roof Closed.,73,669854,C,3,0,0,0,0,0,0,0,0,0,1,0.148,0.167,0.198,0.365,669854,ronelblanco,Blanco,Right,Ronel Blanco,HOU,2.8,4.0,167.1,100.0,94.0,98.0,0.733,8.93,3.66,6.13,1.18,0.95,0.21,0.453,0.178,0.317,0.405,119.0,104.0,108.0,85.0,95.0,90.0,,,,89.0,103.0,101.0,,0.383,0.302,0.221,-0.42,,2.24,-0.16,93.4,85.2,,86.4,,,,0.232,0.497,0.192,0.18,0.284,0.333,0.188,0.356,0.343,,,,,,,,,,75.0,96.0,100.0,0.094,2.55,80.1,0.071,0.071,0.376,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-09,6:38 PM.,LAA,TEX,away,Clear.,81,672710,C,4,1,1,0,0,0,0,0,0,2,1,0.154,0.173,0.205,0.378,672710,roansycontreras,Contreras,Right,Roansy Contreras,- - -,4.35,4.94,68.1,98.0,100.0,98.0,0.807,7.38,4.08,8.3,1.45,1.1,0.232,0.42,0.164,0.353,0.452,78.0,92.0,93.0,93.0,100.0,96.0,95.0,93.0,81.0,118.0,102.0,107.0,0.101,0.376,0.324,0.105,1.22,-1.42,-1.41,-1.83,94.7,89.0,94.5,84.5,0.37,0.407,0.08,0.231,0.346,0.16,0.274,0.645,0.258,0.235,0.441,0.231,,,,,,,,,,88.0,97.0,101.0,0.094,1.14,77.9,0.167,0.25,0.393,,,,,,,,,,,,,,,,,,,,,,0.1,0.25,0.302,,,
2024-07-06,3:07 PM.,TB,TEX,home,Roof Closed.,74,671737,C,3,0,1,0,0,0,1,0,0,1,2,0.149,0.169,0.203,0.372,671737,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,4.11,4.17,138.0,98.0,116.0,103.0,0.748,10.04,3.07,7.96,1.43,1.06,0.247,0.394,0.102,0.394,0.426,,,,129.0,97.0,102.0,,,,,,,,0.417,,,-0.04,,,,96.4,,,,,,,0.269,0.5,0.21,,,,,,,123.0,102.0,114.0,0.269,0.47,90.9,0.213,0.32,0.33,100.0,91.0,93.0,0.089,-1.5,79.1,0.241,0.483,0.346,91.0,100.0,98.0,0.225,1.02,90.9,0.205,0.357,0.324,,,,,,,,,,,,,,,,,,
2024-07-04,1:37 PM.,SD,TEX,home,Roof Closed.,74,650633,C,3,0,0,0,0,0,0,0,0,0,0,0.141,0.162,0.197,0.359,650633,michaelking,"King, M",Right,Michael King,SDP,2.95,3.59,173.2,102.0,95.0,100.0,0.735,10.42,3.26,7.46,0.88,1.1,0.233,0.426,0.202,0.264,0.415,88.0,103.0,97.0,86.0,103.0,101.0,88.0,105.0,98.0,115.0,97.0,102.0,0.279,0.241,0.234,0.246,-0.15,0.68,-0.19,1.61,93.7,86.7,92.9,82.9,0.2,0.376,0.189,0.265,0.402,0.261,0.281,0.5,0.284,0.207,0.286,0.362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.206,0.304,0.345,,,
2024-06-30,7:10 PM.,BAL,TEX,away,Partly Cloudy.,93,608344,C,4,1,2,1,0,0,1,0,0,1,0,0.147,0.169,0.206,0.375,608344,coleirvin,"Irvin, C",Left,Cole Irvin,- - -,5.11,5.78,111.0,101.0,79.0,94.0,0.849,6.32,2.35,10.7,1.46,0.96,0.251,0.414,0.121,0.34,0.478,65.0,108.0,100.0,62.0,99.0,85.0,75.0,101.0,89.0,85.0,121.0,119.0,0.2,0.264,0.041,0.134,-1.16,-0.49,-3.18,-1.52,91.9,84.9,91.5,78.1,0.307,0.485,0.088,0.296,0.592,0.163,0.25,0.438,0.196,0.282,0.474,0.243,,,,,,,,,,102.0,98.0,102.0,0.252,-0.38,77.3,0.283,0.424,0.189,86.0,102.0,91.0,0.109,-0.64,85.9,0.327,0.551,0.181,,,,,,,,,,,,,,,,,,
2024-06-28,7:06 PM.,BAL,TEX,away,Partly Cloudy.,81,544150,C,2,0,0,0,0,0,0,0,0,0,0,0.125,0.136,0.172,0.308,544150,albertsuarez,"Suárez, A",Right,Albert Suárez,BAL,3.7,4.05,133.2,100.0,89.0,97.0,0.786,7.27,2.9,8.75,1.14,0.8,0.241,0.426,0.136,0.304,0.391,99.0,100.0,106.0,90.0,101.0,96.0,,,,,,,,0.5,,0.172,-0.36,,,-0.5,94.8,86.1,,,,,,0.276,0.469,0.228,,,,0.274,0.434,0.228,,,,,,,,,,94.0,99.0,98.0,0.132,0.41,79.0,0.174,0.348,0.252,74.0,99.0,92.0,0.195,0.73,86.3,0.24,0.365,0.308,,,,,,,,,,,,,,,,,,
2024-06-27,6:35 PM.,BAL,TEX,away,Partly Cloudy.,88,669203,C,0,0,0,0,0,0,0,0,0,0,0,0.129,0.141,0.177,0.318,669203,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.92,3.34,194.1,103.0,120.0,107.0,0.735,8.38,2.22,7.64,1.02,1.4,0.21,0.425,0.19,0.289,0.399,110.0,98.0,103.0,,,,104.0,95.0,89.0,133.0,105.0,120.0,0.078,,0.146,0.11,,-0.5,0.7,0.2,,89.2,97.0,87.2,0.235,0.412,0.157,,,,0.196,0.268,0.463,0.194,0.339,0.377,,,,,,,,,,109.0,101.0,106.0,0.215,0.44,80.3,0.2,0.326,0.378,125.0,105.0,108.0,0.45,1.37,95.3,0.251,0.362,0.19,,,,,,,,,,,,,0.125,0.5,0.457,,,
2024-06-23,1:37 PM.,KC,TEX,home,Roof Closed.,74,679525,C,4,0,0,0,0,0,0,0,0,2,3,0.129,0.141,0.177,0.318,679525,alecmarsh,Marsh,Right,Alec Marsh,KCR,4.53,4.97,129.0,99.0,100.0,99.0,0.789,8.58,2.72,8.58,1.33,0.92,0.249,0.42,0.182,0.329,0.429,88.0,95.0,94.0,93.0,98.0,95.0,98.0,99.0,97.0,117.0,99.0,107.0,0.138,0.37,0.228,0.1,0.34,-1.16,-0.57,0.84,94.2,86.3,93.6,86.5,0.317,0.524,0.099,0.208,0.383,0.223,0.29,0.462,0.294,0.204,0.296,0.177,,,,,,,,,,103.0,105.0,103.0,0.164,-1.2,82.8,0.263,0.5,0.274,,,,,,,,,,,,,,,,,,,,,,0.2,0.433,0.464,,,
2024-06-16,1:10 PM.,SEA,TEX,away,Partly Cloudy.,54,669302,C,3,0,1,0,0,0,0,0,0,0,0,0.138,0.15,0.19,0.34,669302,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.23,3.14,208.2,101.0,121.0,106.0,0.705,9.49,1.6,6.38,1.12,1.2,0.236,0.45,0.135,0.325,0.429,,,,106.0,101.0,97.0,91.0,102.0,97.0,146.0,102.0,115.0,0.015,0.308,0.32,,1.41,0.32,1.72,,96.6,,95.5,88.4,0.286,0.286,0.05,0.204,0.383,0.193,0.21,0.375,0.368,,,,99.0,96.0,104.0,0.134,1.18,84.5,0.101,0.162,0.506,124.0,99.0,107.0,0.118,0.81,83.2,0.181,0.301,0.354,116.0,104.0,103.0,0.106,0.14,92.3,0.247,0.483,0.272,,,,,,,,,,,,,,,,,,
2024-06-15,4:16 PM.,SEA,TEX,away,Partly Cloudy.,59,669923,C,3,0,0,0,0,0,0,0,0,1,1,0.127,0.14,0.182,0.322,669923,georgekirby,Kirby,Right,George Kirby,SEA,3.53,3.44,191.0,106.0,106.0,106.0,0.786,8.43,1.08,8.53,1.04,1.01,0.298,0.342,0.178,0.294,0.446,,,,102.0,107.0,101.0,106.0,108.0,108.0,110.0,104.0,110.0,0.236,0.339,0.237,,0.46,1.5,1.28,,96.0,,96.0,87.2,0.263,0.354,0.105,0.221,0.458,0.291,0.226,0.316,0.271,,,,109.0,100.0,108.0,0.102,-2.05,86.0,0.253,0.413,0.295,,,,,,,0.333,0.439,0.286,97.0,99.0,93.0,0.004,0.79,92.3,,,,,,,114.0,110.0,113.0,0.082,-1.95,83.4,,,,,,,73.9,0.0,-3.5
2024-06-14,7:10 PM.,SEA,TEX,away,Roof Closed.,58,622491,C,3,0,0,0,0,0,0,0,0,1,0,0.135,0.148,0.192,0.34,622491,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.64,3.91,175.1,105.0,101.0,102.0,0.768,8.98,2.41,8.11,1.28,0.94,0.26,0.409,0.159,0.319,0.406,89.0,104.0,97.0,120.0,105.0,103.0,100.0,102.0,98.0,72.0,106.0,108.0,0.179,0.454,0.224,0.143,0.97,-0.41,0.65,-1.63,95.6,88.1,95.6,85.7,0.298,0.457,0.105,0.203,0.365,0.273,0.207,0.357,0.358,0.287,0.545,0.265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-08,3:07 PM.,SF,TEX,home,Roof Closed.,74,675921,C,3,0,1,0,0,0,0,0,0,1,1,0.143,0.157,0.204,0.361,675921,spencerhoward,Howard,Right,Spencer Howard,- - -,6.21,5.35,29.0,103.0,86.0,96.0,0.79,8.38,4.34,13.66,1.55,0.89,0.32,0.379,0.136,0.398,0.477,104.0,92.0,87.0,74.0,107.0,97.0,,,,101.0,104.0,101.0,,0.51,0.251,0.169,-1.3,,-2.27,-4.38,93.8,80.1,,85.3,,,,0.353,0.5,0.188,0.394,0.606,0.333,0.286,0.714,0.3,,,,,,,,,,77.0,105.0,97.0,0.069,-1.96,75.7,0.167,0.167,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-01,4:11 PM.,MIA,TEX,away,Roof Closed.,72,677960,C,3,1,1,0,0,0,1,0,0,2,1,0.13,0.146,0.196,0.342,677960,ryanweathers,Weathers,Left,Ryan Weathers,MIA,3.63,4.2,86.2,96.0,94.0,97.0,0.761,8.31,2.49,8.1,1.14,1.3,0.264,0.413,0.193,0.295,0.41,84.0,102.0,103.0,96.0,97.0,96.0,82.0,98.0,95.0,120.0,87.0,98.0,0.121,0.397,0.222,0.26,-0.81,0.13,0.49,1.39,95.9,86.4,94.5,82.9,0.259,0.5,0.063,0.319,0.451,0.141,0.25,0.5,0.5,0.193,0.367,0.379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.118,0.176,0.51,,,
2024-05-23,1:45 PM.,PHI,TEX,away,Cloudy.,80,554430,C,2,0,0,0,0,0,0,0,0,1,1,0.116,0.136,0.186,0.322,554430,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,2.57,2.8,200.0,104.0,106.0,108.0,0.747,10.08,2.34,6.26,0.9,1.09,0.245,0.35,0.209,0.29,0.42,,,,101.0,106.0,109.0,111.0,103.0,107.0,128.0,106.0,115.0,0.192,0.416,0.125,,0.88,2.68,1.04,,95.3,,94.6,84.9,0.189,0.259,0.142,0.209,0.395,0.296,,,,,,,94.0,110.0,110.0,0.074,1.47,86.1,0.137,0.196,0.402,110.0,101.0,107.0,0.1,-0.98,81.8,0.205,0.397,0.387,92.0,97.0,94.0,0.093,-0.23,91.1,0.226,0.371,0.183,,,,,,,,,,,,,0.152,0.273,0.335,,,
2024-05-18,6:15 PM.,LAA,TEX,home,Roof Closed.,74,663776,C,3,0,0,0,0,0,0,0,0,0,2,0.122,0.143,0.195,0.338,663776,patricksandoval,Sandoval,Left,Patrick Sandoval,LAA,5.08,4.25,79.2,98.0,98.0,99.0,0.748,9.15,3.95,9.6,0.9,1.33,0.192,0.415,0.132,0.312,0.421,95.0,101.0,104.0,56.0,95.0,83.0,63.0,96.0,88.0,150.0,98.0,105.0,0.174,0.16,0.293,0.283,-2.18,-1.81,0.27,0.73,93.7,82.9,93.7,86.8,0.413,0.565,0.142,0.381,0.524,0.16,0.265,0.434,0.243,0.208,0.292,0.39,,,,,,,,,,96.0,94.0,100.0,0.09,2.03,76.3,0.118,0.118,0.279,,,,,,,,,,,,,,,,,,,,,,0.235,0.471,0.281,,,
2024-05-12,1:40 PM.,COL,TEX,away,Partly Cloudy.,52,621389,C,2,0,0,0,0,0,0,0,0,0,2,0.132,0.154,0.211,0.365,621389,tyblach,Blach,Left,Ty Blach,COL,6.94,7.32,71.1,101.0,71.0,88.0,0.875,4.54,2.27,13.0,2.14,1.17,0.248,0.374,0.104,0.356,0.463,71.0,99.0,87.0,92.0,82.0,73.0,58.0,109.0,91.0,,,,0.162,0.345,0.001,0.245,-1.64,-5.1,-3.5,-2.05,89.1,80.0,89.3,85.0,0.426,0.936,0.124,0.371,0.571,0.072,,,,0.342,0.507,0.208,,,,,,,,,,38.0,90.0,88.0,0.109,-1.07,79.2,0.2,0.36,0.176,77.0,107.0,88.0,0.137,-0.5,82.9,0.275,0.51,0.209,,,,,,,,,,,,,,,,,,
2024-05-08,12:37 PM.,OAK,TEX,away,Sunny.,75,676664,C,3,0,1,0,0,0,0,0,0,0,1,0.139,0.162,0.222,0.384,676664,jpsears,Sears,Left,JP Sears,OAK,4.38,4.43,180.2,99.0,90.0,94.0,0.8,6.82,2.44,8.57,1.39,0.79,0.244,0.413,0.171,0.325,0.443,84.0,94.0,83.0,70.0,102.0,92.0,84.0,100.0,87.0,118.0,100.0,105.0,0.106,0.363,0.339,0.192,-0.8,1.37,-0.1,-0.21,91.9,84.0,90.0,78.9,0.276,0.395,0.104,0.23,0.476,0.256,0.23,0.525,0.259,0.297,0.428,0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.239,0.381,0.213,,,
2024-05-07,12:37 PM.,OAK,TEX,away,Sunny.,62,548389,C,1,0,0,0,0,0,0,0,1,0,1,0.121,0.147,0.212,0.359,548389,rossstripling,Stripling,Right,Ross Stripling,OAK,6.01,4.74,85.1,105.0,86.0,98.0,0.849,5.17,2.32,11.5,0.74,1.11,0.304,0.359,0.175,0.301,0.443,90.0,111.0,105.0,62.0,100.0,87.0,90.0,102.0,90.0,121.0,108.0,112.0,0.142,0.303,0.134,0.176,-0.05,-0.67,-1.89,-1.87,91.7,82.7,90.2,84.7,0.39,0.441,0.078,0.244,0.422,0.175,0.328,0.5,0.157,0.333,0.52,0.241,,,,,,,,,,,,,,,,0.364,0.455,0.179,80.0,107.0,92.0,0.159,0.67,87.5,0.245,0.367,0.156,,,,89.0,105.0,106.0,0.086,-1.1,76.3,,,,,,,,,
2024-05-06,6:41 PM.,OAK,TEX,away,Partly Cloudy.,59,622072,C,2,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0.219,0.344,622072,alexwood,Wood,Left,Alex Wood,OAK,5.26,6.66,39.1,98.0,71.0,93.0,0.814,7.55,4.35,11.67,1.37,0.98,0.287,0.318,0.109,0.357,0.44,42.0,103.0,97.0,,,,82.0,99.0,93.0,74.0,94.0,90.0,0.462,,0.315,0.224,,-1.92,-0.4,-2.67,,84.5,90.5,81.4,0.351,0.635,0.199,,,,0.205,0.25,0.288,0.4,0.6,0.161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-04,6:10 PM.,KC,TEX,away,Cloudy.,65,608379,C,0,0,0,0,0,0,0,0,0,0,0,0.133,0.133,0.233,0.366,608379,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.35,4.05,166.2,102.0,91.0,99.0,0.784,7.83,2.43,8.32,0.92,0.93,0.258,0.429,0.213,0.282,0.436,111.0,109.0,112.0,83.0,103.0,99.0,78.0,103.0,89.0,97.0,89.0,90.0,0.153,0.238,0.092,0.322,0.39,0.29,-2.39,2.26,93.6,81.2,93.6,84.1,0.252,0.301,0.099,0.279,0.449,0.169,0.371,0.6,0.373,0.169,0.312,0.341,,,,,,,,,,72.0,89.0,92.0,0.081,-1.64,75.2,0.357,0.643,0.174,78.0,100.0,92.0,0.114,-0.94,88.8,0.319,0.458,0.148,,,,,,,,,,,,,,,,,,
2024-05-03,6:40 PM.,KC,TEX,away,Partly Cloudy.,74,663903,C,4,0,1,0,0,0,0,0,0,0,0,0.133,0.133,0.233,0.366,663903,bradysinger,Singer,Right,Brady Singer,KCR,3.71,4.65,179.2,99.0,84.0,94.0,0.769,8.52,2.71,8.77,1.1,1.62,0.191,0.419,0.159,0.326,0.414,80.0,77.0,69.0,63.0,96.0,86.0,70.0,101.0,91.0,106.0,99.0,102.0,0.413,0.113,0.455,0.019,-2.09,0.77,0.0,-5.71,91.6,88.1,92.2,82.9,0.267,0.389,0.127,0.326,0.609,0.197,0.207,0.361,0.354,0.429,0.5,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.327,0.571,0.35,,,
2024-04-28,1:37 PM.,CIN,TEX,home,Roof Closed.,74,671096,DH,2,0,0,0,0,0,0,0,0,2,0,0.115,0.115,0.231,0.346,671096,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.72,4.02,138.0,98.0,92.0,97.0,0.805,7.43,3.39,8.28,1.63,0.68,0.256,0.364,0.16,0.287,0.428,96.0,94.0,97.0,78.0,96.0,89.0,,,,125.0,106.0,112.0,,0.535,0.186,0.163,-0.26,,0.49,0.23,92.8,84.8,,82.9,,,,0.254,0.451,0.194,,,,0.214,0.429,0.273,,,,,,,,,,101.0,98.0,99.0,0.116,-1.56,80.8,0.327,0.653,0.179,,,,,,,,,,,,,,,,,,,,,,0.189,0.307,0.287,,,
2024-04-27,3:08 PM.,CIN,TEX,home,Roof Closed.,74,668881,C,2,0,0,0,0,0,0,0,0,0,2,0.125,0.125,0.25,0.375,668881,huntergreene,"Greene, H",Right,Hunter Greene,CIN,2.75,3.03,150.1,99.0,124.0,104.0,0.741,10.12,3.41,5.75,0.72,0.7,0.284,0.388,0.199,0.265,0.429,,,,123.0,102.0,104.0,,,,125.0,96.0,103.0,,0.552,0.346,,1.56,,0.62,,97.6,,,86.8,,,,0.184,0.273,0.248,0.161,0.3,0.39,,,,120.0,89.0,103.0,0.083,-0.79,87.0,0.243,0.405,0.284,118.0,96.0,101.0,0.018,-2.87,80.9,0.4,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-25,1:38 PM.,SEA,TEX,home,Roof Closed.,74,622491,C,2,0,0,0,0,0,0,0,0,2,2,0.136,0.136,0.273,0.409,622491,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.64,3.91,175.1,105.0,101.0,102.0,0.768,8.98,2.41,8.11,1.28,0.94,0.26,0.409,0.159,0.319,0.406,89.0,104.0,97.0,120.0,105.0,103.0,100.0,102.0,98.0,72.0,106.0,108.0,0.179,0.454,0.224,0.143,0.97,-0.41,0.65,-1.63,95.6,88.1,95.6,85.7,0.298,0.457,0.105,0.203,0.365,0.273,0.207,0.357,0.358,0.287,0.545,0.265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-21,7:10 PM.,ATL,TEX,away,Clear.,58,670241,C,4,1,2,0,0,1,3,0,0,0,1,0.15,0.15,0.3,0.45,670241,dariusvines,Vines,Right,Darius Vines,ATL,8.56,6.74,13.2,104.0,80.0,97.0,0.785,5.93,2.63,13.83,2.63,0.91,0.308,0.385,0.192,0.365,0.451,89.0,109.0,102.0,67.0,105.0,94.0,,,,106.0,103.0,105.0,,0.377,0.132,0.311,-4.09,,1.83,-3.61,90.8,81.5,,82.4,,,,0.435,0.696,0.022,0.2,0.2,0.611,0.273,0.727,0.159,,,,,,,,,,56.0,94.0,91.0,0.054,2.08,78.4,0.333,0.333,0.2,84.0,90.0,82.0,0.125,-3.16,83.7,0.5,0.5,0.529,,,,,,,,,,,,,,,,,,
2024-04-20,7:20 PM.,ATL,TEX,away,Partly Cloudy.,69,450203,C,2,0,0,0,0,0,1,0,0,0,1,0.063,0.063,0.063,0.126,450203,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.19,4.49,165.1,98.0,95.0,97.0,0.753,9.09,3.54,8.38,1.25,1.42,0.235,0.437,0.144,0.327,0.408,86.0,97.0,93.0,72.0,99.0,90.0,79.0,96.0,88.0,,,,0.099,0.289,,0.11,-1.4,0.39,,-1.38,94.1,85.0,93.5,,0.333,0.433,0.07,0.281,0.517,0.193,,,,0.292,0.6,0.333,,,,,,,,,,122.0,98.0,108.0,0.424,0.78,81.5,0.2,0.309,0.342,73.0,92.0,86.0,0.078,-0.75,88.5,0.286,0.571,0.149,,,,,,,,,,,,,,,,,,
2024-04-16,1:10 PM.,DET,TEX,away,Sunny.,64,663554,C,3,0,1,0,0,0,0,0,0,0,0,0.071,0.071,0.071,0.142,663554,caseymize,Mize,Right,Casey Mize,DET,4.49,4.74,102.1,102.0,107.0,101.0,0.803,6.86,2.55,10.64,0.97,1.65,0.227,0.405,0.149,0.335,0.435,,,,106.0,105.0,102.0,92.0,108.0,105.0,107.0,101.0,102.0,0.08,0.386,0.277,,-0.47,1.3,-0.46,,95.5,,95.5,85.7,0.293,0.341,0.08,0.306,0.428,0.205,0.271,0.5,0.218,,,,112.0,99.0,102.0,0.181,-1.06,86.2,0.286,0.405,0.322,,,,,,,0.261,0.522,0.216,,,,,,,,,,,,,102.0,90.0,94.0,0.075,-2.21,79.6,,,,,,,,,
