date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vCU,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba,SL_slg,SL_whiff,FS%,wFS/C,vFS,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff
2023/08/03,3:09 PM.,BAL,TOR,home,Sunny.,82,656427,2B,1,0,0,0,0,0,0,0,0,0,0,.222,.292,.307,.599,656427,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,4.99,5.06,144.1,99.0,95.0,100.0,0.755,9.23,4.12,10.1,1.06,1.34,0.246,0.459,0.132,0.307,0.398,68.0,89.0,84.0,,,,98.0,99.0,98.0,75.0,82.0,71.0,92.0,98.0,101.0,0.02,0.417,0.091,,0.033,-0.44,-1.05,-2.28,,0.86,93.1,88.7,85.3,90.1,,0.333,0.333,0.1,0.154,0.154,0.083,0.204,0.372,0.402,0.29,0.411,0.20800000000000002,0.318,0.545,0.264,98.0,101.0,102.0,0.246,-1.15,84.2,0.339,0.558,0.265,,,,93.0,102.0,108.0,0.194,0.23,76.2,,,,,,,,,
2023/08/01,7:09 PM.,BAL,TOR,home,Roof Closed.,68,680694,SS,3,0,0,0,0,0,0,0,0,0,0,.224,.293,.309,.602,680694,kylebradish,Bradish,Right,Kyle Bradish,BAL,2.83,3.77,168.2,103.0,126.0,105.0,0.759,8.96,2.35,7.04,0.75,1.61,0.258,0.336,0.116,0.269,0.432,97.0,100.0,98.0,135.0,105.0,109.0,101.0,96.0,96.0,88.0,104.0,98.0,,,,0.207,0.224,,0.173,0.083,-1.0,,1.53,3.99,-0.36,94.5,,90.8,95.0,84.8,0.23,0.367,0.15,0.259,0.37,0.114,0.142,0.165,0.35600000000000004,0.366,0.602,0.15,,,,171.0,105.0,116.0,0.313,1.77,88.1,0.168,0.272,0.364,,,,,,,,,,,,,,,,,,
2023/07/31,7:09 PM.,BAL,TOR,home,Clear.,76,502043,SS,3,0,0,0,0,0,0,0,0,1,2,.228,.299,.315,.614,502043,kylegibson,Gibson,Right,Kyle Gibson,BAL,4.73,4.8,192.0,100.0,93.0,97.0,0.768,7.36,2.58,9.28,1.08,1.57,0.205,0.452,0.136,0.311,0.394,88.0,99.0,96.0,90.0,102.0,99.0,78.0,96.0,89.0,93.0,101.0,97.0,90.0,95.0,92.0,0.261,0.134,0.166,0.084,0.17,-0.69,-1.02,-0.08,0.01,-0.29,92.1,89.8,85.5,91.9,79.5,0.289,0.459,0.11,0.288,0.453,0.29100000000000004,0.279,0.419,0.40399999999999997,0.287,0.55,0.156,0.345,0.552,0.154,110.0,105.0,107.0,0.184,2.01,81.6,0.147,0.228,0.47100000000000003,,,,,,,,,,,,,,,,,,
2023/07/30,12:07 PM.,LAA,TOR,home,Sunny.,69,542881,2B,4,0,1,0,0,0,0,0,0,1,3,.233,.304,.322,.626,542881,tyleranderson,Anderson,Left,Tyler Anderson,LAA,5.43,4.96,141.0,99.0,91.0,96.0,0.747,7.6,4.09,9.32,1.28,0.64,0.246,0.401,0.182,0.289,0.406,92.0,101.0,106.0,105.0,84.0,83.0,81.0,96.0,89.0,92.0,93.0,81.0,104.0,103.0,98.0,0.055,0.374,0.224,0.002,0.338,-1.25,0.48,-3.61,-0.33,0.08,90.1,85.1,80.0,88.5,72.9,0.36,0.68,0.102,0.238,0.381,0.39799999999999996,,,,0.301,0.566,0.193,0.239,0.366,0.268,105.0,76.0,95.0,0.007,-1.06,78.1,0.2,0.2,0.33299999999999996,0.001,-4.72,90.1,,,,,,,,,,,,,,,
2023/07/29,3:11 PM.,LAA,TOR,home,Roof Closed.,68,672282,2B,3,1,1,0,0,1,2,0,0,1,2,.232,.306,.324,.630,672282,reiddetmers,Detmers,Left,Reid Detmers,LAA,4.48,4.55,148.2,99.0,101.0,99.0,0.749,10.17,3.63,8.54,1.15,0.91,0.223,0.444,0.139,0.362,0.438,92.0,101.0,97.0,93.0,94.0,105.0,87.0,101.0,95.0,,,,,,,,0.432,,0.194,0.054,-0.38,,,0.14,-2.03,94.3,,84.8,,74.7,,,,0.242,0.424,0.24600000000000002,0.191,0.326,0.28600000000000003,0.291,0.505,0.212,,,,124.0,100.0,102.0,0.319,0.91,88.7,0.0,0.0,0.267,,,,,,,,,,,,,,,,,,
2023/07/25,7:10 PM.,LAD,TOR,away,Clear.,83,628711,2B,5,0,1,0,0,0,0,0,0,1,2,.230,.305,.302,.607,628711,juliourias,"Urías, J",Left,Julio Urías,LAD,4.6,4.16,117.1,105.0,105.0,107.0,0.788,8.97,1.84,8.59,1.84,0.82,0.234,0.471,0.192,0.312,0.453,91.0,109.0,108.0,132.0,103.0,112.0,90.0,101.0,98.0,,,,109.0,124.0,127.0,,0.451,0.092,0.3,0.157,0.02,-0.42,,0.84,-3.03,92.7,87.1,86.1,,79.2,,,,0.296,0.593,0.299,,,,0.267,0.503,0.218,0.186,0.322,0.278,,,,,,,,,,,,,,,,,,,,,,,,,0.233,0.457,0.22899999999999998
2023/07/24,7:10 PM.,LAD,TOR,away,Clear.,78,675627,SS,3,1,1,0,0,0,0,0,0,0,1,.231,.309,.306,.615,675627,michaelgrove,Grove,Right,Michael Grove,LAD,6.13,5.0,69.0,102.0,98.0,103.0,0.742,9.52,2.48,10.83,1.57,1.07,0.188,0.42,0.164,0.343,0.44,123.0,129.0,150.0,,,,86.0,102.0,95.0,,,,94.0,103.0,105.0,0.042,0.327,0.075,,0.003,-3.57,0.93,1.99,,-16.59,94.8,89.2,88.0,94.7,,0.286,0.357,0.14800000000000002,,,,0.308,0.423,0.17600000000000002,0.442,0.779,0.083,0.261,0.565,0.264,106.0,106.0,111.0,0.382,1.07,85.6,0.2,0.331,0.449,,,,98.0,93.0,98.0,0.17,-0.36,78.3,,,,,,,,,
2023/07/23,1:12 PM.,SEA,TOR,away,Sunny.,77,693433,2B,1,0,1,0,0,0,1,0,0,0,0,.229,.308,.305,.613,693433,bryanwoo,Woo,Right,Bryan Woo,SEA,4.21,3.45,87.2,102.0,103.0,103.0,0.754,9.55,3.18,7.7,1.33,0.99,0.296,0.363,0.175,0.271,0.453,85.0,91.0,93.0,,,,101.0,105.0,106.0,109.0,102.0,103.0,,,,0.255,0.469,,,0.037,0.69,,1.34,,-2.37,95.1,,89.7,95.0,,0.213,0.372,0.20800000000000002,0.4,0.4,0.222,,,,0.207,0.407,0.303,,,,110.0,96.0,105.0,0.24,-0.83,86.0,0.257,0.457,0.311,,,,,,,,,,,,,,,,,,
2023/07/21,7:10 PM.,SEA,TOR,away,Clear.,79,682243,2B,2,0,0,0,0,0,0,0,0,1,1,.223,.303,.300,.603,682243,brycemiller,"Miller, B",Right,Bryce Miller,SEA,4.32,4.86,131.1,104.0,117.0,109.0,0.783,8.15,1.78,8.5,1.23,0.76,0.242,0.379,0.13,0.356,0.464,90.0,101.0,107.0,113.0,102.0,102.0,121.0,105.0,110.0,104.0,101.0,99.0,,,,0.076,0.585,,0.009,0.056,0.3,,1.22,-8.41,0.66,95.1,,85.0,95.1,78.2,0.26,0.36,0.096,0.167,0.433,0.179,0.667,1.333,0.125,0.256,0.45,0.271,,,,112.0,100.0,107.0,0.274,0.14,85.0,0.3,0.475,0.174,,,,,,,,,,,,,,,,,,
2023/07/20,1:08 PM.,SD,TOR,home,Sunny.,75,605483,2B,3,2,1,0,0,0,0,0,1,0,3,.227,.308,.305,.613,605483,blakesnell,Snell,Left,Blake Snell,SDP,2.25,3.77,180.0,95.0,107.0,100.0,0.642,11.7,4.95,5.75,0.75,1.3,0.262,0.388,0.168,0.309,0.326,72.0,103.0,106.0,106.0,102.0,110.0,120.0,91.0,96.0,,,,,,,,0.486,,0.198,0.184,0.07,,,2.55,2.65,95.5,,86.7,,81.0,,,,0.185,0.266,0.46799999999999997,0.079,0.14,0.563,0.255,0.389,0.195,,,,107.0,91.0,94.0,0.131,0.68,88.4,0.123,0.26,0.536,,,,,,,,,,,,,,,,,,
2023/07/19,7:08 PM.,SD,TOR,home,Roof Closed.,68,506433,PH,1,0,0,0,0,0,0,0,0,0,0,.224,.302,.304,.606,506433,yudarvish,Darvish,Right,Yu Darvish,SDP,4.56,3.82,136.1,102.0,112.0,106.0,0.769,9.31,2.84,8.85,1.19,1.19,0.236,0.39,0.181,0.306,0.453,180.0,50.0,53.0,97.0,94.0,104.0,122.0,110.0,114.0,101.0,106.0,102.0,93.0,95.0,99.0,0.186,0.167,0.089,0.051,0.001,-1.74,2.4,0.46,1.37,-1.35,94.7,90.9,82.3,94.3,72.3,0.319,0.418,0.157,,,,0.13,0.203,0.391,0.253,0.538,0.159,0.2,0.32,0.196,125.0,98.0,108.0,0.363,-0.68,84.0,0.432,0.703,0.244,0.077,1.21,89.2,105.0,111.0,112.0,0.066,3.06,79.3,95.0,104.0,100.0,0.167,0.217,0.4,,,
2023/07/18,7:09 PM.,SD,TOR,home,Partly Cloudy.,73,605397,2B,1,0,0,0,0,0,0,0,0,0,2,.226,.304,.306,.610,605397,joemusgrove,Musgrove,Right,Joe Musgrove,SDP,3.05,3.11,97.1,104.0,106.0,102.0,0.768,8.97,1.94,8.32,0.92,1.37,0.221,0.438,0.154,0.254,0.414,101.0,102.0,100.0,134.0,107.0,110.0,80.0,105.0,98.0,109.0,98.0,78.0,102.0,99.0,98.0,0.054,0.245,0.204,0.239,0.114,1.77,1.68,3.35,0.77,-0.63,93.1,90.1,87.1,92.8,81.3,0.261,0.261,0.125,0.267,0.333,0.406,0.207,0.329,0.34,0.205,0.273,0.222,0.302,0.429,0.13,117.0,110.0,111.0,0.145,-2.03,82.2,0.281,0.594,0.33899999999999997,,,,,,,,,,,,,,,,,,
2023/07/16,1:37 PM.,AZ,TOR,home,Partly Cloudy.,73,674072,2B,3,1,2,1,0,0,1,0,0,0,0,.228,.307,.309,.616,674072,tommyhenry,Henry,Left,Tommy Henry,ARI,4.15,4.3,89.0,96.0,83.0,91.0,0.788,6.47,3.54,8.7,1.21,0.82,0.277,0.403,0.162,0.317,0.407,91.0,102.0,99.0,95.0,101.0,102.0,72.0,91.0,83.0,,,,,,,,0.49,,0.191,0.193,-0.88,,,0.71,-0.09,90.7,,84.0,,79.1,,,,0.278,0.444,0.331,0.229,0.325,0.21,0.292,0.523,0.155,,,,92.0,101.0,93.0,0.127,2.53,83.1,0.158,0.281,0.287,,,,,,,,,,,,,,,,,,
2023/07/15,3:08 PM.,AZ,TOR,home,Roof Closed.,68,668678,2B,1,0,0,0,0,0,0,0,0,0,0,.217,.299,.292,.591,668678,zacgallen,Gallen,Right,Zac Gallen,ARI,3.47,4.16,210.0,104.0,106.0,107.0,0.761,9.43,2.01,8.06,0.94,1.19,0.223,0.418,0.098,0.401,0.419,86.0,107.0,114.0,,,,104.0,104.0,106.0,97.0,95.0,92.0,106.0,99.0,94.0,0.007,0.491,0.092,,0.139,1.59,-2.24,-3.38,,1.05,93.6,90.2,86.8,93.0,,0.286,0.714,0.125,0.21,0.336,0.314,0.21,0.344,0.405,0.238,0.36,0.192,0.352,0.648,0.205,105.0,116.0,112.0,0.045,0.34,87.4,0.25,0.389,0.265,,,,121.0,104.0,112.0,0.227,0.46,82.5,,,,,,,,,
2023/07/09,1:40 PM.,DET,TOR,away,Cloudy.,74,669373,2B,2,0,0,0,0,0,0,0,0,1,0,.218,.301,.294,.595,669373,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.8,2.3,80.1,106.0,97.0,107.0,0.716,11.43,1.57,6.5,0.45,1.64,0.209,0.435,0.168,0.272,0.455,93.0,102.0,114.0,,,,94.0,112.0,103.0,98.0,109.0,105.0,,,,0.122,0.36,,,0.244,2.49,,2.7,,3.25,95.8,,84.3,95.9,,0.229,0.286,0.17300000000000001,0.167,0.205,0.506,0.143,0.214,0.36,0.206,0.299,0.256,,,,114.0,104.0,109.0,0.207,-0.49,87.6,0.224,0.448,0.24,,,,81.0,90.0,93.0,0.068,0.54,76.4,,,,,,,,,
2023/07/06,4:11 PM.,CWS,TOR,away,Partly Cloudy.,73,458681,2B,0,1,0,0,0,0,0,0,0,0,0,.221,.307,.301,.608,458681,lancelynn,Lynn,Right,Lance Lynn,- - -,5.73,4.86,183.2,102.0,94.0,100.0,0.74,9.36,3.28,9.26,2.16,0.82,0.241,0.419,0.17,0.32,0.403,56.0,95.0,90.0,109.0,97.0,106.0,92.0,105.0,104.0,93.0,95.0,87.0,104.0,105.0,99.0,0.126,0.437,0.23,0.074,0.07,-0.4,-0.35,1.21,-2.24,-1.23,92.4,88.7,84.9,91.4,80.8,0.239,0.394,0.177,0.302,0.372,0.29600000000000004,0.208,0.453,0.354,0.255,0.52,0.316,0.273,0.512,0.267,97.0,98.0,106.0,0.063,-3.65,83.0,0.286,0.446,0.308,,,,,,,,,,,,,,,,,,
2023/07/06,8:00 PM.,CWS,TOR,away,Partly Cloudy.,71,669947,SS,4,0,1,0,0,0,0,0,0,0,4,.222,.305,.299,.604,669947,jessescholtens,Scholtens,Right,Jesse Scholtens,CHW,5.29,4.93,85.0,99.0,82.0,98.0,0.808,6.14,3.18,10.59,1.59,1.02,0.261,0.408,0.146,0.334,0.387,92.0,84.0,86.0,104.0,104.0,106.0,73.0,99.0,93.0,,,,,,,,0.435,,0.165,0.035,0.27,,,-0.51,0.73,92.8,,85.4,,74.0,,,,0.111,0.111,0.154,0.245,0.469,0.34299999999999997,0.266,0.462,0.14,,,,82.0,98.0,101.0,0.366,-1.82,85.4,0.354,0.472,0.23399999999999999,,,,,,,,,,,,,,,,,,
2023/07/02,1:38 PM.,BOS,TOR,home,Roof Closed.,68,676477,PH,1,0,0,0,0,0,0,0,0,0,0,.221,.307,.301,.608,676477,garrettwhitlock,Whitlock,Right,Garrett Whitlock,BOS,5.15,4.61,71.2,103.0,89.0,106.0,0.747,9.04,1.63,10.3,1.63,1.2,0.25,0.426,0.139,0.375,0.457,101.0,107.0,117.0,,,,67.0,84.0,84.0,93.0,106.0,106.0,,,,0.525,0.004,,,0.241,-2.31,,-0.46,,-2.21,94.6,,82.7,94.0,,0.326,0.538,0.184,0.312,0.559,0.32,,,,,,,,,,73.0,96.0,97.0,0.23,0.44,79.6,0.167,0.333,0.47200000000000003,,,,,,,,,,,,,,,,,,
2023/06/30,7:08 PM.,BOS,TOR,home,Roof Closed.,68,572020,2B,2,0,1,0,0,0,0,0,0,0,1,.223,.310,.304,.614,572020,jamespaxton,Paxton,Left,James Paxton,BOS,4.5,3.77,96.0,100.0,89.0,96.0,0.744,9.47,3.09,8.72,1.69,1.15,0.311,0.392,0.136,0.337,0.437,112.0,88.0,93.0,,,,95.0,103.0,98.0,98.0,92.0,90.0,63.0,101.0,91.0,0.007,0.566,0.165,,0.067,0.04,-0.15,-0.01,,-0.96,95.2,85.8,84.4,94.9,,,,,0.316,0.421,0.467,0.231,0.338,0.376,0.269,0.498,0.217,0.191,0.426,0.331,,,,,,,,,,,,,87.0,93.0,94.0,0.195,-0.31,81.3,,,,,,,,,
2023/06/29,7:08 PM.,SF,TOR,home,Clear.,74,676775,2B,3,0,0,0,0,0,0,0,0,0,1,.218,.306,.300,.606,676775,keatonwinn,Winn,Right,Keaton Winn,SFG,4.68,4.3,42.1,100.0,120.0,104.0,0.736,7.44,1.7,7.65,1.28,1.97,0.211,0.455,0.098,0.366,0.451,,,,,,,91.0,105.0,98.0,85.0,92.0,90.0,,,,0.153,0.258,,,,-1.55,,-0.06,,,95.9,,,95.5,,0.25,0.417,0.2,,,,,,,0.24,0.68,0.299,,,,119.0,107.0,104.0,0.035,2.19,85.9,,,,0.554,1.11,88.7,,,,,,,143.0,99.0,110.0,0.221,0.347,0.344,,,
2023/06/25,1:38 PM.,OAK,TOR,home,Sunny.,77,665622,2B,3,1,1,1,0,0,2,0,2,1,1,.224,.314,.308,.622,665622,luismedina,Medina,Right,Luis Medina,OAK,5.42,4.8,109.2,94.0,107.0,95.0,0.767,8.7,4.68,8.95,1.15,1.27,0.321,0.349,0.154,0.352,0.416,84.0,86.0,90.0,99.0,96.0,98.0,112.0,93.0,94.0,117.0,96.0,96.0,,,,0.142,0.415,,0.117,0.087,-0.35,,-0.8,-0.73,1.25,96.1,,87.3,95.5,79.6,0.313,0.406,0.141,0.256,0.282,0.304,0.146,0.366,0.308,0.272,0.494,0.121,,,,106.0,97.0,100.0,0.238,-0.8,85.3,0.233,0.456,0.484,,,,,,,,,,,,,,,,,,
2023/06/24,4:08 PM.,OAK,TOR,home,Roof Closed.,68,660261,2B,3,1,1,1,0,0,0,0,1,0,0,.221,.302,.298,.600,660261,shintarofujinami,Fujinami,Right,Shintaro Fujinami,- - -,7.18,4.8,79.0,92.0,112.0,94.0,0.734,9.46,5.13,8.32,1.03,0.97,0.275,0.392,0.167,0.378,0.42,,,,-279.0,111.0,65.0,107.0,90.0,91.0,,,,94.0,92.0,93.0,,0.566,0.162,0.001,,0.08,1.27,,-81.55,,98.4,88.3,,,75.7,,,,,,,,,,0.243,0.385,0.255,0.171,0.341,0.382,118.0,92.0,105.0,0.073,-1.47,84.4,0.75,0.75,0.33299999999999996,0.199,-1.4,92.8,,,,,,,138.0,95.0,100.0,0.243,0.457,0.37200000000000005,,,
2023/06/21,12:10 PM.,MIA,TOR,away,Roof Closed.,72,645261,SS,4,1,1,0,0,0,0,0,0,1,2,.218,.295,.287,.582,645261,sandyalcantara,"Alcantara, S",Right,Sandy Alcantara,MIA,4.14,4.33,184.2,105.0,113.0,108.0,0.771,7.36,2.34,8.58,1.07,1.69,0.23,0.4,0.149,0.343,0.452,108.0,104.0,107.0,134.0,99.0,105.0,111.0,111.0,107.0,115.0,106.0,108.0,,,,0.29,0.213,,0.022,0.273,-0.27,,1.72,-0.52,-0.43,98.0,,91.1,97.6,86.1,0.237,0.366,0.124,0.282,0.401,0.299,0.308,0.308,0.182,0.253,0.448,0.267,,,,116.0,103.0,110.0,0.201,0.72,89.9,0.227,0.364,0.35200000000000004,,,,,,,,,,,,,,,,,,
2023/06/20,6:42 PM.,MIA,TOR,away,Roof Closed.,72,691587,DH,1,1,1,1,0,0,0,0,0,0,0,.216,.296,.289,.585,691587,euryperez,"Pérez, Eu",Right,Eury Pérez,MIA,3.15,3.61,91.1,98.0,110.0,105.0,0.685,10.64,3.05,7.09,1.48,0.46,0.206,0.464,0.159,0.391,0.407,86.0,85.0,82.0,91.0,95.0,99.0,128.0,100.0,109.0,,,,,,,,0.454,,0.14,0.098,-0.47,,,1.89,0.99,97.5,,89.7,,81.2,,,,0.045,0.045,0.462,0.098,0.171,0.5429999999999999,0.289,0.585,0.187,,,,101.0,102.0,107.0,0.308,0.99,86.4,0.183,0.365,0.47700000000000004,,,,,,,,,,,,,,,,,,
2023/06/18,1:38 PM.,TEX,TOR,away,Roof Closed.,74,592351,3B,4,1,1,0,0,0,0,0,0,1,3,.208,.290,.271,.561,592351,jongray,"Gray, Jn",Right,Jon Gray,TEX,4.12,4.48,157.1,101.0,97.0,100.0,0.758,8.12,3.09,8.52,1.26,1.1,0.288,0.348,0.157,0.324,0.437,77.0,96.0,97.0,99.0,90.0,98.0,82.0,100.0,92.0,,,,,,,,0.424,,0.062,0.116,-1.83,,,-1.69,1.71,95.7,,88.8,,78.2,,,,0.211,0.268,0.213,0.263,0.737,0.27,0.346,0.551,0.179,,,,116.0,103.0,109.0,0.398,2.33,87.2,0.105,0.211,0.324,,,,,,,,,,,,,,,,,,
2023/06/17,3:07 PM.,TEX,TOR,away,Roof Closed.,74,641540,PH,1,0,0,0,0,0,0,0,0,1,2,.207,.291,.272,.563,641540,danedunning,Dunning,Right,Dane Dunning,TEX,3.7,4.48,172.2,102.0,84.0,96.0,0.794,7.3,2.87,8.5,1.04,1.41,0.203,0.443,0.146,0.315,0.415,65.0,102.0,92.0,78.0,82.0,84.0,71.0,96.0,85.0,79.0,104.0,94.0,90.0,100.0,95.0,0.331,0.032,0.2,0.016,0.156,-3.75,0.82,1.37,-3.56,-0.87,90.5,88.9,85.7,91.0,78.1,0.246,0.354,0.08,0.301,0.478,0.258,0.25,0.25,0.5,0.294,0.765,0.235,0.258,0.393,0.231,101.0,106.0,106.0,0.234,0.14,82.1,0.212,0.364,0.345,,,,,,,0.032,-0.43,77.5,,,,,,,,,
2023/06/16,7:09 PM.,TEX,TOR,away,Roof Closed.,74,527048,2B,1,0,0,0,0,0,0,0,1,0,0,.209,.294,.275,.569,527048,martinperez,"Pérez, M",Left,Martín Pérez,TEX,4.45,4.9,141.2,104.0,74.0,95.0,0.837,5.91,3.11,9.53,1.33,1.28,0.223,0.431,0.139,0.294,0.399,71.0,110.0,99.0,78.0,101.0,100.0,75.0,102.0,99.0,73.0,102.0,95.0,79.0,99.0,88.0,0.428,0.04,0.221,0.037,0.265,3.25,-2.02,0.44,3.35,-0.75,91.8,89.2,84.1,91.6,79.1,0.244,0.394,0.09699999999999999,0.316,0.447,0.278,0.063,0.063,0.353,0.167,0.222,0.146,0.342,0.64,0.11699999999999999,88.0,94.0,96.0,0.01,2.0,83.4,0.0,0.0,0.2,,,,,,,,,,,,,,,,,,
2023/06/14,7:06 PM.,BAL,TOR,away,Clear.,77,680694,PH,0,0,0,0,0,0,0,0,1,0,0,.211,.290,.278,.568,680694,kylebradish,Bradish,Right,Kyle Bradish,BAL,2.83,3.77,168.2,103.0,126.0,105.0,0.759,8.96,2.35,7.04,0.75,1.61,0.258,0.336,0.116,0.269,0.432,97.0,100.0,98.0,135.0,105.0,109.0,101.0,96.0,96.0,88.0,104.0,98.0,,,,0.207,0.224,,0.173,0.083,-1.0,,1.53,3.99,-0.36,94.5,,90.8,95.0,84.8,0.23,0.367,0.15,0.259,0.37,0.114,0.142,0.165,0.35600000000000004,0.366,0.602,0.15,,,,171.0,105.0,116.0,0.313,1.77,88.1,0.168,0.272,0.364,,,,,,,,,,,,,,,,,,
2023/06/13,7:06 PM.,BAL,TOR,away,Partly Cloudy.,79,665152,2B,1,1,0,0,0,0,1,0,1,0,2,.211,.283,.278,.561,665152,deankremer,Kremer,Right,Dean Kremer,BAL,4.12,4.93,172.2,102.0,99.0,100.0,0.785,8.18,2.87,8.91,1.41,1.05,0.282,0.38,0.145,0.311,0.423,86.0,91.0,93.0,93.0,94.0,98.0,106.0,103.0,102.0,84.0,106.0,99.0,104.0,106.0,102.0,0.145,0.371,0.239,0.089,0.123,0.43,0.02,1.81,-2.29,-1.4,94.6,88.8,85.3,91.9,78.1,0.269,0.38,0.081,0.26,0.377,0.27,0.347,0.592,0.24,0.252,0.409,0.262,0.222,0.416,0.27699999999999997,116.0,98.0,105.0,0.033,-1.43,82.8,0.25,0.417,0.244,,,,,,,,,,,,,,,,,,
2023/06/11,1:39 PM.,MIN,TOR,home,Roof Closed.,68,686973,2B,2,0,1,0,0,0,0,0,0,0,0,.213,.278,.281,.559,686973,louievarland,Varland,Right,Louie Varland,MIN,4.63,4.58,68.0,106.0,99.0,105.0,0.767,9.4,2.25,8.74,2.12,1.12,0.263,0.376,0.082,0.381,0.467,86.0,91.0,95.0,,,,107.0,111.0,110.0,104.0,93.0,94.0,89.0,105.0,102.0,0.009,0.427,0.319,,0.113,-0.42,0.85,6.39,,-1.07,95.3,89.3,85.9,95.7,,,,,0.267,0.6,0.264,,,,0.267,0.533,0.237,0.25,0.405,0.285,107.0,107.0,107.0,0.132,-2.34,83.9,0.22,0.512,0.263,,,,,,,,,,,,,,,,,,
2023/06/10,3:08 PM.,MIN,TOR,home,Sunny.,70,657746,2B,4,0,1,0,0,0,1,0,0,0,3,.207,.274,.276,.550,657746,joeryan,Ryan,Right,Joe Ryan,MIN,4.51,3.53,161.2,107.0,99.0,105.0,0.749,10.97,1.89,8.63,1.78,0.63,0.232,0.423,0.147,0.326,0.455,,,,,,,102.0,112.0,108.0,,,,,,,,0.569,,,,0.89,,,,,92.3,,,,,,,,,,,,,,0.24,0.457,0.287,,,,102.0,88.0,94.0,0.159,-2.12,80.3,0.32,0.56,0.24100000000000002,0.272,-0.3,83.9,,,,,,,91.0,104.0,102.0,0.242,0.415,0.213,,,
2023/06/09,7:07 PM.,MIN,TOR,home,Cloudy.,70,543243,2B,3,2,1,0,0,0,0,0,1,0,3,.205,.275,.277,.552,543243,sonnygray,"Gray, So",Right,Sonny Gray,MIN,2.79,3.66,184.0,101.0,103.0,104.0,0.759,8.95,2.69,7.63,0.39,1.55,0.255,0.424,0.143,0.3,0.422,84.0,95.0,89.0,91.0,98.0,101.0,105.0,99.0,100.0,82.0,99.0,94.0,118.0,102.0,102.0,0.157,0.271,0.131,0.168,0.067,0.61,1.3,-0.46,0.87,-0.63,92.9,87.6,87.9,92.8,79.6,0.275,0.413,0.177,0.27,0.405,0.174,0.257,0.371,0.282,0.301,0.422,0.16399999999999998,0.265,0.368,0.278,122.0,108.0,121.0,0.205,3.25,84.3,0.096,0.117,0.413,,,,,,,0.001,-0.41,72.9,,,,,,,,,
2023/06/08,7:08 PM.,HOU,TOR,home,Roof Closed.,68,664285,2B,4,0,1,1,0,0,0,0,0,0,3,.200,.256,.275,.531,664285,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,3.45,4.33,198.0,98.0,106.0,100.0,0.752,9.09,2.59,7.55,0.86,2.13,0.246,0.443,0.109,0.374,0.445,96.0,98.0,94.0,118.0,98.0,106.0,98.0,-63.0,-49.0,97.0,98.0,96.0,99.0,99.0,95.0,0.468,0.001,0.034,0.253,0.157,-16.35,0.45,0.93,1.07,0.73,95.7,89.1,90.1,95.3,80.2,0.274,0.455,0.126,0.231,0.342,0.311,0.158,0.211,0.402,,,,0.182,0.182,0.435,,,,0.087,-0.32,84.7,0.189,0.405,0.43799999999999994,,,,,,,,,,,,,,,,,,
2023/06/06,7:08 PM.,HOU,TOR,home,Overcast.,72,686613,3B,3,0,0,0,0,0,0,0,0,0,2,.197,.256,.263,.519,686613,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,5.09,4.27,155.2,100.0,104.0,101.0,0.77,10.29,3.18,9.08,1.5,1.78,0.274,0.364,0.135,0.362,0.433,,,,,,,101.0,99.0,96.0,90.0,103.0,93.0,,,,0.002,0.461,0.235,,,0.01,-0.4,-0.16,,,95.7,91.7,,96.0,,,,,0.121,0.242,0.37,0.247,0.374,0.303,0.271,0.511,0.223,0.297,0.506,0.20800000000000002,104.0,92.0,97.0,0.017,-2.64,84.6,0.25,0.625,0.33299999999999996,0.048,0.92,88.2,112.0,102.0,110.0,0.238,-0.77,82.9,92.0,104.0,105.0,,,,,,
